;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Alternance Cloud & Cybersécurité débutant H/F;1 980 € par mois;42c;75020 Paris 20e;Postedil y a 3 jours;4,4;https://fr.indeed.com/company/42c/jobs/Alternance-Cloud-Cybers%C3%A9curit%C3%A9-D%C3%A9butant-612b099963011893?fccid=9c8392732eab5553&vjs=3;['aws', 'azure', 'linux']
1;Developpeur Bi F/H;50 000 € - 55 000 € par an;Kent FR;Paris (75);Postedil y a 17 jours;;https://fr.indeed.com/rc/clk?jk=11f137be130e7a36&fccid=09ecd99529732200&vjs=3;['tableau', 'sql', 'modélisation', 'tableaux de bord', 'nifi', ' sql']
2;Software Engineer, YouTube;;YouTube;Paris (75);Postedil y a 30+ jours;4,4;https://fr.indeed.com/rc/clk?jk=50c0642c48004e86&fccid=a9021c35fcef6968&vjs=3;['linux', 'machine learning', 'c++']
3;IT RISK ANALYST F/H;;KPMG;La Défense (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=d0ef8bcc11be1f2b&fccid=2dd390c3a48a7ed0&vjs=3;['anglais', 'nifi']
4;Planview Administrator F/M;;Worldline;La Défense (92);Postedil y a 4 jours;3,7;https://fr.indeed.com/rc/clk?jk=3dc60555fb010fae&fccid=808f94192015f24a&vjs=3;['jira', 'confluence']
5;Stage Chef de projet IT-Chatbot F/H;;RATP Dev;Paris (75);Postedil y a 12 jours;2,8;https://fr.indeed.com/rc/clk?jk=1aabc16ec6661d78&fccid=518f77ef3e7cf0da&vjs=3;['agile', 'anglais']
6;Data Scientist F/H;;PRO BTP GROUPE;Vincennes (94);Postedil y a 30+ jours;3,3;https://fr.indeed.com/rc/clk?jk=614ccaa63a0f986d&fccid=c3ea5bc398cee124&vjs=3;['python', 'spark', 'hadoop', 'modélisation', 'machine learning', ' ann']
7;Machine Learning Engineer;;Pernod Ricard;Paris (75);Postedil y a 30+ jours;4,3;https://fr.indeed.com/rc/clk?jk=0a2ead4f2bdfd65d&fccid=38296e125f2fd87c&vjs=3;['java', 'azure', 'docker', 'python', 'spark', 'sql', 'databricks', 'ci/cd', 'hadoop', 'snowflake', 'jira', 'agile', 'confluence', 'terraform', 'scala', 'machine learning', 'tensorflow', 'datalake', 'data factory', 'c++', 'keras', 'problem solving', 'pandas', ' sql']
8;Business Analyst IT Transverse H/F;;BforBank;Télétravail in La Défense (92);Postedil y a 30+ jours;4,0;https://fr.indeed.com/rc/clk?jk=5ff32f08efe947ce&fccid=1861b001330e04e3&vjs=3;['agile', 'scrum']
9;Technical Support Engineer;;National Instruments;Colombes (92);Postedil y a 30+ jours;3,7;https://fr.indeed.com/rc/clk?jk=2b5abef69d35c336&fccid=a58f4ec5f9211270&vjs=3;['python', 'c++']
10;IT Production Junior Engineer;75 000 € par an;XRAYS Trading;Paris (75);Postedil y a 30+ jours;5,0;https://fr.indeed.com/rc/clk?jk=718022ed780ebc68&fccid=7b062f6b2dd352fd&vjs=3;[]
11;Technicien Support Informatique Junior H/F - Vélizy-Villacou...;;Cegedim;78140 Vélizy-Villacoublay;Postedil y a 12 jours;3,0;https://fr.indeed.com/rc/clk?jk=5cbb8f8e18941628&fccid=8397d27fa71913c8&vjs=3;[]
12;DÉVELOPPEUR Talend;;Logigroup;Télétravail;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=fefde202c013b4fb&fccid=c0b05491bd25a3bf&vjs=3;['talend', 'java', 'anglais', 'nifi']
13;Administrateur IT Support et maintenance (H/F);;Kubota Europe SAS;Argenteuil (95);Postedil y a 21 jours;;https://fr.indeed.com/rc/clk?jk=c766286426c4c333&fccid=c609e7cc72f15037&vjs=3;['anglais', 'powershell', 'nifi', ' ann']
14;IT intern - IT Font Portfolio - Projet Cloud;;Capital Management Fund;Paris (75);Postedil y a 28 jours;;https://fr.indeed.com/rc/clk?jk=ae97861fc60bd565&fccid=95e5a728d7b6979a&vjs=3;['aws', 'docker', 'python', 'anglais']
