;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Machine Learning Engineer;;Luko;Télétravail in 75010 Paris 10e;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=0cc31f77ea850e4f&fccid=8bb768934690dc3f&vjs=3;['java', 'python', 'machine learning', 'tensorflow', 'pytorch', 'c++']
1;Chef de projet Maitrise d’ouvrage-(H/F);;Franfinance;Nanterre (92);Postedil y a 8 jours;3,9;https://fr.indeed.com/rc/clk?jk=044e5641bc24757a&fccid=df6948c9b8da6236&vjs=3;[' excel ', 'powerpoint']
2;Airbus Atlantic - IT Shopfloor Architecture (H/F);;Airbus;44550 Saint-Nazaire;Postedil y a 2 jours;4,2;https://fr.indeed.com/rc/clk?jk=0e1cfdd24a456cb9&fccid=2d0740e02e80cf22&vjs=3;['agile', 'anglais', 'nifi', ' ann']
3;IT - Apprenticeship Cybersecurity Engineer (M/F);;Procter & Gamble;Amiens (80);Postedil y a 5 jours;4,1;https://fr.indeed.com/rc/clk?jk=b3c587c81ab8bf49&fccid=2da0dedf6df97194&vjs=3;['firewalls']
4;Chef de produit H/F;;RS Components FRANCE;Télétravail in 60000 Beauvais;PostedAujourd'hui;5,0;https://fr.indeed.com/company/RS-Components-FRANCE/jobs/Chef-Produit-e836949353f77064?fccid=505e98d597e0c650&vjs=3;['anglais', ' ann']
5;Alternant(e) Informatique;;La Romainville;Clichy-sous-Bois (93);Postedil y a 10 jours;3,6;https://fr.indeed.com/rc/clk?jk=139069834f596cf1&fccid=921ed1ea84934172&vjs=3;[]
6;Stage - Data Scientist (H/F);;TotalEnergies;Courbevoie (92);Postedil y a 2 jours;4,0;https://fr.indeed.com/rc/clk?jk=c150c9d1605f32a5&fccid=69dbe38049ba4f7f&vjs=3;['python', 'linux', 'machine learning']
7;Data Analyst F/H;40 000 € - 55 000 € par an;Kent FR;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=42c0968966e561cd&fccid=09ecd99529732200&vjs=3;['azure', 'python', 'spark', 'machine learning', 'nifi']
8;TECHNICIEN SUPPORT INFORMATIQUE DE PROXIMITÉ H/F;;INGELIANCE TECHNOLOGIES;La Défense (92);Postedil y a 18 jours;3,3;https://fr.indeed.com/rc/clk?jk=82316c545d3c92f0&fccid=cd7518b419eca9f5&vjs=3;[]
9;RESEARCH INTERNSHIP IN MACHINE LEARNING H/F;;CEA;91120 Palaiseau;Postedil y a 30+ jours;4,1;https://fr.indeed.com/rc/clk?jk=75da443e1f69374b&fccid=fc596e310671afca&vjs=3;['python', ' ann']
10;Software Engineer;;YOOI;Télétravail;Postedil y a 9 jours;;https://fr.indeed.com/rc/clk?jk=3dc6581aec024406&fccid=c27554ae28b4004e&vjs=3;['machine learning']
11;Responsable Support IT F/H;;Orange Cyberdefense;92000 Nanterre;Postedil y a 30+ jours;4,0;https://fr.indeed.com/rc/clk?jk=51b5f8e552d1d31c&fccid=24d2bacb9e5b24ee&vjs=3;['anglais', 'itil', 'nifi']
12;Senior IT Support Analyst;;The Trade Desk;Télétravail in Paris (75);Postedil y a 9 jours;;https://fr.indeed.com/rc/clk?jk=2ee114f3ac637bcd&fccid=4899a85209d20142&vjs=3;['aws', 'itil', 'vpn', 'scala']
13;Analyste Programmeur Cobol/MVS – H/F;;Cat Amania;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=88c48acff520f5bd&fccid=dc97351159590608&vjs=3;['db2', 'modélisation', 'cobol', 'nifi', 'uml']
14;Administrateur Salesforce (H/F);38 000 € - 40 000 € par an;CertiNergy;75014 Paris 14e;PostedPubliée à l'instant;3,6;https://fr.indeed.com/company/Certinergy/jobs/Administrateur-Salesforce-67f24ad8bb4893ad?fccid=f395368f4dcb852f&vjs=3;['tableau', 'tableaux de bord', 'salesforce']
