;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Product owner junior (F/H);45 000 € par an;autobiz;Courbevoie (92);Postedil y a 30+ jours;3,0;https://fr.indeed.com/company/AUTOBIZ/jobs/Product-Owner-Junior-3c2c461251b291d0?fccid=17f4236a40d7d727&vjs=3;['tableau', 'agile']
1;STAGE DE 06 MOIS – ASSISTANT(E) PRODUCT OWNER – PARIS - H/F;;BNP Paribas;Paris (75);Postedil y a 3 jours;3,9;https://fr.indeed.com/rc/clk?jk=8da05594790ded0b&fccid=1392500f835bba92&vjs=3;['tableau', 'agile', 'anglais', 'tableaux de bord', 'scrum']
2;Product Owner Client (h/f);;Maisons du Monde;Paris 8e (75);Postedil y a 4 jours;3,3;https://fr.indeed.com/rc/clk?jk=51e05c70aebd8e3a&fccid=98a961f3a80790bb&vjs=3;[]
3;Chef de projet digital – CDI (ASAP) - H/F;35 000 € - 45 000 € par an;K-ciopé;Télétravail in 75009 Paris 9e;Postedil y a 30+ jours;;https://fr.indeed.com/company/K--ciop%C3%A9/jobs/Chef-Projet-Digital-CDI-d78d44cb1e082a29?fccid=fb313505015bb028&vjs=3;[]
4;Product Owner Enterprise Data (H/F);;Christian Dior Couture;Paris (75);Postedil y a 30+ jours;4,2;https://fr.indeed.com/rc/clk?jk=92a8d9fa2ca92f86&fccid=6a2be34af774e2bb&vjs=3;['gcp', 'bigquery', 'modélisation', 'nifi']
5;Product Owner (H/F);;OUI.sncf;Paris (75);Postedil y a 30+ jours;3,7;https://fr.indeed.com/rc/clk?jk=6d24ca8a2fdd518b&fccid=9ff6bf8aacf150d4&vjs=3;['agile', 'cartographie', 'kanban', 'scrum', 'nifi']
6;Product Owner Web & Mobile H/F;40 000 € - 50 000 € par an;MOBYLIZ;Télétravail temporaire in Paris (75);Postedil y a 1 jour;;https://fr.indeed.com/company/MOBYLIZ/jobs/Product-Owner-Web-Mobile-fc72dc56db05f43b?fccid=2755be4e3e465200&vjs=3;['jira', 'agile', 'nifi']
7;Product Owner Banque et Assurance (F/H);;Novencia;Paris (75);Postedil y a 3 jours;5,0;https://fr.indeed.com/rc/clk?jk=cfbb4bd94c4f7bd0&fccid=7cce756ee5dd33e7&vjs=3;['sql', 'agile', 'scrum']
8;ALTERNANCE – Proxy Product Owner - A POURVOIR DES QUE POSSIB...;;Chanel;92200 Neuilly-sur-Seine;Postedil y a 30+ jours;4,1;https://fr.indeed.com/rc/clk?jk=3bbee1c0857e978e&fccid=20f48cf7726b0510&vjs=3;['agile', 'scrum', 'nifi']
9;Product owner Data – data quality manager (F/H);;BPCE SA;Télétravail in Paris (75);Postedil y a 2 jours;3,3;https://fr.indeed.com/rc/clk?jk=7e486c5e59778335&fccid=68928fde239d7c6b&vjs=3;['tableau', 'agile', 'scrum', 'nifi']
10;CDI - CHEF DE PROJETS MEDIA PLATEFORMES H/F;;Universal Music France;75005 Paris 5e;Postedil y a 2 jours;4,1;https://fr.indeed.com/rc/clk?jk=a946b8bd708f5611&fccid=cc6e623ce335957a&vjs=3;[]
11;Product Owner F/H;;SharingCloud;92100 Boulogne-Billancourt;Postedil y a 1 jour;;https://fr.indeed.com/company/SharingCloud/jobs/Product-Owner-F-H-68b242675f39d059?fccid=78c9c1baf63cb637&vjs=3;['agile', 'kanban', 'scrum']
12;Assistant Digital Product Owner-(H/F);;Société Générale;La Défense (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=ef30aea5fb842268&fccid=df6948c9b8da6236&vjs=3;[' excel ', 'jira', 'powerpoint', 'scrum']
13;Product Owner;45 000 € - 55 000 € par an;Upela;75008 Paris 8e;Postedil y a 21 jours;;https://fr.indeed.com/company/Upela/jobs/Product-Owner-e0bdaa8f23b96df7?fccid=05f50d716c531ddf&vjs=3;['scrum']
14;Product Owner F/H;;BUDGETBOX;Hybrid remote in Paris 9e (75);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=cd4f1c69b47f7fc0&fccid=7bb9eadffaed817c&vjs=3;['agile']
