;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Scientist H/F;3 000 € - 4 567 € par mois;AiScreenings;Télétravail in Paris (75);Postedil y a 2 jours;;https://fr.indeed.com/company/AiScreenings/jobs/Data-Scientist-5c0abb614e65b49a?fccid=2a7cc90f6d26f432&vjs=3;['aws', 'azure', 'docker', 'python', 'agile', 'anglais', 'machine learning', 'tensorflow', 'pytorch', 'nifi']
1;Data Scientist (H/F) - CDI - Paris;;AXA;Puteaux (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=245e31345f9ac83f&fccid=e4146564811f8846&vjs=3;['tableau', 'azure', 'python', 'spark', 'sql', 'databricks', ' sas ', 'data factory']
2;Data scientist Junior F/H;;Réseau Primever France;47000 Agen;Postedil y a 5 jours;;https://fr.indeed.com/rc/clk?jk=40bc56d67d3d5980&fccid=fd768490ce0dae4a&vjs=3;['python', 'sql', 'vba', 'prédiction', 'machine learning', 'data visualisation', 'numpy']
3;Data Scientist H/F;2 355 € - 4 563 € par mois;Superpictor;Télétravail in 69002 Lyon;Postedil y a 12 jours;;https://fr.indeed.com/company/Superpictor/jobs/Data-Scientist-3fe6ac57179bcdc0?fccid=3e1b27ed57cd9c11&vjs=3;['python', 'sql', 'machine learning']
4;Data analyst H/F;;Bouygues Telecom;92100 Boulogne-Billancourt+ 1 lieu;Postedil y a 4 jours;3,8;https://fr.indeed.com/rc/clk?jk=35d1e371b79c74dc&fccid=aa1bd64e6087c10f&vjs=3;['tableau', 'tableaux de bord', 'business object']
5;Data analyst H/F;;Inetum;Saint-Ouen (93)+ 1 lieu;Postedil y a 18 jours;3,0;https://fr.indeed.com/rc/clk?jk=4785dfff5931f0ba&fccid=e463fc7104734a53&vjs=3;['python', 'agile', 'vba']
6;Junior Data Scientist H/F;35 000 € par an;Wakeo;Télétravail temporaire in 75009 Paris 9e;Postedil y a 23 jours;;https://fr.indeed.com/company/Wakeo/jobs/Junior-Data-Scientist-4c033e23cd9cf738?fccid=3c920848cbdc65f3&vjs=3;['python', 'anglais', 'machine learning', 'tensorflow', 'pytorch', 'nifi']
7;Data Scientist F/H;;PRO BTP GROUPE;Vincennes (94);Postedil y a 30+ jours;3,3;https://fr.indeed.com/rc/clk?jk=614ccaa63a0f986d&fccid=c3ea5bc398cee124&vjs=3;['python', 'spark', 'hadoop', 'modélisation', 'machine learning']
8;Data Analyst H/F;35 000 € - 40 000 € par an;CHRONOFRESH;75014 Paris 14e;Postedil y a 8 jours;;https://fr.indeed.com/company/CHRONOFRESH/jobs/Data-Analyst-493532861aacb1d2?fccid=c96906e6225be5a6&vjs=3;['tableau', ' excel ', 'sql', 'microstrategy', ' bo ', 'tableaux de bord', 'data visualisation']
9;Data Engineer (H/F);;SESAMm;Télétravail in Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=46496e4e2dd204e2&fccid=00a7c7bb9f39e98b&vjs=3;['aws', 'docker', 'python', 'spark', 'gcp', 'hadoop', 'pyspark', 'anglais', 'machine learning', 'nifi']
10;Data Engineer F/H;;AOSIS;Télétravail;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=dc7f0cbcb7944645&fccid=a7196f8fad812445&vjs=3;['python', 'spark', 'hive', 'hadoop', 'agile']
11;Data Scientist H/F;42 000 € - 54 000 € par an;K-ciopé;Télétravail temporaire in 75009 Paris 9e;Postedil y a 30+ jours;;https://fr.indeed.com/company/K--ciop%C3%A9/jobs/Data-Scientist-a57365246517ad9b?fccid=fb313505015bb028&vjs=3;['tableau', 'python', 'airflow', 'agile', 'apache', 'django', 'pytest']
12;Customer Data Analyst (H/F);;Make Up For Ever;Neuilly-sur-Seine (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=65a0fe8afdfcbb47&fccid=4b8e019bd6ecbb09&vjs=3;['tableau', 'power bi', ' excel ', 'sql', 'anglais', 'tableaux de bord', 'powerpoint']
13;DATA SCIENTIST F/H;;KPMG;Courbevoie (92);Postedil y a 23 jours;3,9;https://fr.indeed.com/rc/clk?jk=68e898f2381037b7&fccid=2dd390c3a48a7ed0&vjs=3;['power bi', 'anglais', 'salesforce', 'google analytics', 'data visualisation']
14;Data Engineer | Rent SAAS | Full or Flexible Remote;;Free2move;Télétravail in 75009 Paris 9e;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=2017f1b1a5de59c6&fccid=6ea60b15d7fefbd7&vjs=3;['docker', 'python', 'sql', 'agile']
