;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Stage - Data Engineer F/H – Avril 2022;;LVMH Holdings;Paris 8e (75);Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=c9067c374b187d04&fccid=034f1451ed0736e7&vjs=3;['docker', 'python', 'sql', 'agile', 'terraform', 'anglais', 'data factory', 'nifi', ' sql']
1;Data Engineer (H/F);;SESAMm;Télétravail in Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=46496e4e2dd204e2&fccid=00a7c7bb9f39e98b&vjs=3;['aws', 'docker', 'python', 'spark', 'gcp', 'hadoop', 'pyspark', 'anglais', 'machine learning', 'nifi']
2;GCP Cloud Data Engineer F/H;;OCTO Technology;Paris (75);Postedil y a 30+ jours;5,0;https://fr.indeed.com/rc/clk?jk=012c3ee567abc09c&fccid=d57015feda212f76&vjs=3;['aws', 'azure', 'spark', 'sql', 'databricks', 'gcp', 'bigquery', 'snowflake', 'cloudera', ' sql']
3;Data engineer;;Siderlog;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=216dd34745946b61&fccid=53589aabfad01960&vjs=3;['python', 'spark', 'hive', 'hadoop', 'cloudera', 'anglais', 'scala', 'nifi']
4;STAGIAIRE DATA ENGINEER (STA-001);;Lobellia;Montrouge (92);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=1711d9d9f82425c9&fccid=f287472bb62a8968&vjs=3;['power bi', 'sql', 'modélisation', ' ssis', 'ssas', ' sql']
5;Data Engineer / Machine learning engineer – H/F;;Gefco;Paris (75);Postedil y a 30+ jours;3,7;https://fr.indeed.com/rc/clk?jk=9496c058d7f96dad&fccid=b87427eb187bf776&vjs=3;['docker', 'python', 'sql', 'airflow', 'machine learning', ' sql']
6;Data Engineer (00S36G);;DXC Technology;La Défense (92);Postedil y a 26 jours;3,1;https://fr.indeed.com/rc/clk?jk=3da53f476fd98a6e&fccid=feaabf8e6a699d3c&vjs=3;['tableau', 'aws', 'azure', 'python', 'spark', 'data lake', 'sql', 'databricks', 'tableaux de bord', 'data lake', 'data factory', ' sql']
7;Data Engineer;;Heaviside;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=506d72714906f1a4&fccid=0473d9ea7ef57519&vjs=3;['aws', 'azure', 'kafka', 'python', 'spark', 'sql', 'databricks', 'airflow', 'bigquery', 'redshift', 'snowflake', 'apache', 'scala', 'looker', 'athena', 'nifi', ' sql']
8;Data Engineer - banque (H/F);;CGI Inc;Paris (75);Postedil y a 30+ jours;3,6;https://fr.indeed.com/rc/clk?jk=437a048ec0ae21be&fccid=43a69183767d4301&vjs=3;['kafka', 'spark', 'sql', 'hadoop', 'agile', 'cloudera', 'linux', 'hdfs', 'nifi', ' sql']
9;Data engineer - business centric;;Heetch;Paris (75);Postedil y a 30+ jours;4,1;https://fr.indeed.com/company/Heetch/jobs/Data-Engineer-e4fc950098084fcf?fccid=3c410f6149f5b160&vjs=3;['python', 'sql', 'airflow', 'redshift', ' sas ', 'looker', 'dataiku', ' sql']
10;Junior Data Engineer;;ORTEC;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=9fe9d18e9a256264&fccid=e7c5b6dbeaeea9b1&vjs=3;['tableau', 'powerbi', 'python', 'sql', 'scala', 'machine learning', ' sql']
11;Data Scientist (full time, all seniority levels) - QuantumBl...;;McKinsey & Company;75008 Paris;Postedil y a 30+ jours;4,3;https://fr.indeed.com/rc/clk?jk=02d4e4e7c8e2550c&fccid=6576e7250aa78c3c&vjs=3;['python', 'sql', 'machine learning', 'julia', ' sql']
12;Data Engineer (H/F) - STAGE;;Le bon marché;Paris (75);Postedil y a 30+ jours;4,3;https://fr.indeed.com/rc/clk?jk=212e8771c4eeeda5&fccid=f56bb661335f25f6&vjs=3;['java', 'aws', 'python', 'data lake', 'sql', 'bigquery', 'data lake', ' ann', ' sql']
13;Capgemini Invent Data Engineer H/F;;Capgemini Invent;Paris (75);Postedil y a 15 jours;;https://fr.indeed.com/rc/clk?jk=fba91a1520c4c69f&fccid=5d72e2fe76078b02&vjs=3;[' git ', 'aws', 'azure', 'python', 'spark', 'pyspark', 'modélisation', 'numpy', 'pandas']
14;Data Analyst Junior (H/F);;Winamax;Paris (75);Postedil y a 12 jours;4,0;https://fr.indeed.com/company/Winamax/jobs/Data-Analyst-Junior-64acad0bfe84db5e?fccid=ef842149939dc038&vjs=3;['python', 'sql', 'machine learning', 'data visualisation', 'nifi', 'pandas', 'plotly', ' sql']
