;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Scientist II;;Levi Strauss & Co.;Paris (75);Postedil y a 4 jours;3,9;https://fr.indeed.com/rc/clk?jk=eac3bcda434df4f4&fccid=dc023faa36b88bf2&vjs=3;[' r ', 'python', 'sql', 'machine learning', ' sql']
1;Data Scientist F/H;;AGAP2IT;Boulogne-Billancourt (92);Postedil y a 5 jours;;https://fr.indeed.com/rc/clk?jk=41b95b9d4b26153c&fccid=b59eb80a618b0458&vjs=3;['python', 'spark', 'sql', 'pyspark', 'machine learning', 'data factory', 'numpy', 'pandas', ' sql']
2;Data Scientist;;Adevinta Group;Paris (75);Postedil y a 6 jours;;https://fr.indeed.com/rc/clk?jk=7c1805522f7fb498&fccid=5aecff49966a6ffd&vjs=3;[]
3;DATA ANALYST H/F;;Ipsos;Paris (75);Postedil y a 3 jours;3,8;https://fr.indeed.com/rc/clk?jk=ba17e367e9629415&fccid=d73294b71d7f0354&vjs=3;['tableau', 'power bi', 'python', ' excel ', 'tableaux de bord', 'vba', 'data visualisation', 'nifi', 'spss']
4;Data Scientiste NLP / ML / DL / Freelance;;Freelance.com;Nanterre (92);Postedil y a 5 jours;4,0;https://fr.indeed.com/rc/clk?jk=793778b729ba8a06&fccid=0f5ed066f389821f&vjs=3;[]
5;Consultant Product Data Management (F/H);;Micropole;92300 Levallois-Perret;Postedil y a 4 jours;3,3;https://fr.indeed.com/rc/clk?jk=059391803a468a68&fccid=14835f3a1d6bbbcb&vjs=3;['modélisation']
6;Data Quality & Governance Manager H/F;;GEODIS;Levallois-Perret (92);Postedil y a 3 jours;3,5;https://fr.indeed.com/rc/clk?jk=cb9c879b55c00e92&fccid=4ba972623daecaab&vjs=3;['anglais', 'scala']
7;Data Business Analyst H/F;;Dentego;92100 Boulogne-Billancourt;Postedil y a 3 jours;3,4;https://fr.indeed.com/rc/clk?jk=d99259cfd104d518&fccid=e4e010e1d1fe9140&vjs=3;['java', 'tableau', 'sql', 'oracle', 'tableaux de bord', 'vba', ' c# ', ' php ', ' sql']
8;Urgent - Data Engineer / Freelance;400 € - 450 € par jour;Ï-NAYA Consulting;Puteaux (92);Postedil y a 5 jours;;https://fr.indeed.com/rc/clk?jk=b55211de51b73187&fccid=d0afa524610e62ae&vjs=3;[]
9;Data Manager F/H;;Thales Group;Gennevilliers (92);Postedil y a 6 jours;3,9;https://fr.indeed.com/rc/clk?jk=5769b25ca3053bfa&fccid=b920aab5fd60595d&vjs=3;['powerpoint']
10;Consultant Master Data Management (F/H);;Micropole;92300 Levallois-Perret;Postedil y a 4 jours;3,3;https://fr.indeed.com/rc/clk?jk=aef49b1a74f020a1&fccid=14835f3a1d6bbbcb&vjs=3;['aws', 'azure', 'gcp', 'anglais', 'salesforce', 'nifi']
11;Chargé-e de projets DATA (F/H);;Groupe BPCE;Puteaux (92);Postedil y a 5 jours;3,3;https://fr.indeed.com/rc/clk?jk=c4946395a07ee525&fccid=68928fde239d7c6b&vjs=3;['tableau', 'power bi', 'sql', 'tableaux de bord', ' sas ', 'machine learning', ' sql']
12;Docteur R&D – Data Scientist – INV-DAT F/H;;RD2 CONSEIL;Hybrid remote in Levallois-Perret (92);Postedil y a 6 jours;;https://fr.indeed.com/rc/clk?jk=f572ed4fc4009541&fccid=4c628c73883c0408&vjs=3;['python', 'anglais', 'prédiction', 'machine learning']
13;Data scientist F/H;;Synelience;Puteaux (92);Postedil y a 5 jours;;https://fr.indeed.com/rc/clk?jk=6bc52058d4d80018&fccid=03b10d9096987145&vjs=3;['tableau', ' r ', 'python', 'sql', 'tableaux de bord', 'prédiction', 'nifi', ' sql']
14;Analyste données produits;;Saint-Gobain;Paris 19e (75);Postedil y a 5 jours;3,9;https://fr.indeed.com/rc/clk?jk=47dfb43cc882f0ce&fccid=d7c7bd31a502f022&vjs=3;[' excel ']
