;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Engineer F/H;;Dogfinance;Paris 1er (75);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=543b7c2668e85ded&fccid=bebf31df1e0ec5ff&vjs=3;['java', 'jenkins', 'aws', 'azure', 'elk', 'docker', 'ansible', 'python', 'spark', 'hive', 'hortonworks', 'sql', 'gcp', 'ci/cd', 'hadoop', 'jira', 'agile', 'terraform', 'modélisation', 'anglais', 'kanban', 'scrum', 'scala', 'machine learning', 'hdfs']
1;Data & Software Engineer;;Artefact;Paris (75);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=56f35ad032d10b5c&fccid=c1f750eaef1d79c4&vjs=3;['data lake', 'scala', 'machine learning', 'data lake']
2;DATA ENGINEER / Freelance;;BLOOMAYS;Issy-les-Moulineaux (92);Postedil y a 20 jours;4,8;https://fr.indeed.com/rc/clk?jk=b8ebddfd85b0fb7c&fccid=7ea09f746610d217&vjs=3;[]
3;Data Scientist;;Artefact;Paris (75);Postedil y a 24 jours;3,9;https://fr.indeed.com/rc/clk?jk=be1bd8033a9a8fb2&fccid=c1f750eaef1d79c4&vjs=3;['agile', 'machine learning']
4;SENIOR DATA ENGINEER F/H;;APGAR FRANCE;Neuilly-sur-Seine (92);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=41d38fec922b05fe&fccid=4805530e6eb627ca&vjs=3;['nifi', ' ann']
5;Data Engineer, Issy-les-Moulineaux , H/F;;Capgemini;Paris (75);Postedil y a 21 jours;3,8;https://fr.indeed.com/rc/clk?jk=9f4b42ea8fca8f40&fccid=105ecfd0283f415f&vjs=3;['java', 'aws', 'azure', 'python', 'hortonworks', 'sql', 'hadoop', 'cloudera', 'modélisation', 'scala', 'machine learning']
6;Data Engineer F/H;;ADYOULIKE;Neuilly-sur-Seine (92);Postedil y a 25 jours;;https://fr.indeed.com/rc/clk?jk=ac9cd31ec4558fb9&fccid=323a532cbcf3ddac&vjs=3;['java', 'python', 'spark', 'scala', 'nifi', ' ann']
7;Stagiaire Backend / Data Engineer;;HephIA;Télétravail temporaire in 93430 Villetaneuse;Postedil y a 15 jours;;https://fr.indeed.com/company/HephIA/jobs/Stagiaire-Backend-72f5ff0162ec89a3?fccid=199dacf6e0701d7f&vjs=3;['java', 'github', 'gitlab', 'jenkins', 'docker', 'ansible', 'python', 'terraform', 'anglais', 'scala', 'machine learning', 'nifi']
8;Machine Learning Engineer - ASR / Automatic Speech Recogniti...;;Zoom;75009 Paris 9e;Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=fd85e7110dfd1285&fccid=34a307d555f04368&vjs=3;['java', 'python', 'airflow', 'scala', 'machine learning', 'tensorflow', 'pytorch', 'c++']
9;Data engineer F/H;;UMANIS;Levallois-Perret (92);Postedil y a 30 jours;2,8;https://fr.indeed.com/rc/clk?jk=1aaf73b6090dd1b5&fccid=7f5a14d62fba631c&vjs=3;['aws', 'azure', 'python', 'spark', 'hive', 'gcp', 'hadoop', 'scala', 'datalake', 'hdfs', 'nifi']
10;Data Analyst;;Quadient;Bagneux (92);Postedil y a 30+ jours;3,0;https://fr.indeed.com/rc/clk?jk=e475b916f364727d&fccid=9204a10a3a1e6a32&vjs=3;['oracle', 'scala', 'salesforce']
11;Data Engineer / Full-Stack – Consultant – Financial Services...;;Deloitte;La Défense (92);Postedil y a 30+ jours;4,0;https://fr.indeed.com/rc/clk?jk=a7add0497b2b5db6&fccid=9e215d88a6b33622&vjs=3;['github', 'azure', 'docker', 'python', 'spark', 'sql', 'ci/cd', 'modélisation', 'postgresql', 'django', 'machine learning']
12;Deep-Learning Engineer (R&D and Benchmarks);;Konekt;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=3c17d17df17d31c1&fccid=935c7a0afc5691c7&vjs=3;['docker', 'python', 'machine learning', 'tensorflow']
13;Data Engineer Confirmé (H/F/N) - Paris;;Ekimetrics;Paris (75);Postedil y a 30+ jours;3,0;https://fr.indeed.com/rc/clk?jk=506c9dc0a15ec75e&fccid=3fb68589a69677e6&vjs=3;['machine learning', 'nifi']
14;Data Engineer H/F;;Prose;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=023fb939cdfb358f&fccid=889dc0dbb32a57e6&vjs=3;['docker', 'python', 'sql', 'airflow', 'bigquery', 'agile', 'apache', 'numpy', ' ann', 'pandas', ' sql']
