;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Solution Engineer - Upgrade;;Shift Technology;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/company/Shift-Technology/jobs/Data-Solution-Engineer-6b0276d1a4828366?fccid=5faaa74d4dc34708&vjs=3;[' c# ']
1;Software Engineer, University Graduate, 2022;;Google;Paris (75);Postedil y a 30+ jours;4,3;https://fr.indeed.com/rc/clk?jk=c75439cb11a3cb6e&fccid=a5b4499d9e91a5c6&vjs=3;['scala']
2;CONSULTANT DATA ENGINEER (H/F);;Epsilon France;Paris (75);Postedil y a 30+ jours;3,4;https://fr.indeed.com/rc/clk?jk=b144e2088d459a22&fccid=beb2b679d6e2402e&vjs=3;['java', 'azure', 'kafka', 'python', 'spark', 'data lake', 'hive', 'hortonworks', 'gcp', 'hadoop', 'agile', 'cloudera', 'modélisation', 'anglais', 'scala', 'linux', 'datalake', 'data lake', 'hdfs', 'jupyter']
3;Data Engineer Sénior (H/F);;24S;75015 Paris 15e;Postedil y a 9 jours;;https://fr.indeed.com/company/24S/jobs/Data-Engineer-S%C3%A9nior-a1d4da9e2edb5e27?fccid=6f5172354afde31b&vjs=3;['github', 'python', 'sql', 'airflow', 'bigquery', 'scala', 'gdpr', ' ann', ' sql']
4;Data Engineer (F/H);;AXILEO;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=879e8b4c374b59cf&fccid=722c53f5ec3dc734&vjs=3;['datastage', 'talend', 'tableau', 'powerbi', 'aws', 'azure', 'python', 'spark', 'hive', 'sql', 'microstrategy', 'gcp', 'anglais', 'logstash', 'scala', 'ssrs', ' ssis', 'ssas', 'elasticsearch', 'alteryx', 'hdfs', ' sql']
5;Data Engineer;;Margo Conseil;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=2bf44af73564f47a&fccid=15bab256d169cae2&vjs=3;['java', 'azure', 'python', 'spark', 'hadoop', 'api rest', 'agile', 'cloudera', 'anglais', 'scala', 'datalake']
6;Data Engineer (DS Platform);;Younited Credit;Paris (75);Postedil y a 19 jours;;https://fr.indeed.com/rc/clk?jk=63967b1baf52d7c2&fccid=90458df72107c958&vjs=3;['python', 'spark', 'sql', 'databricks', 'airflow', 'pyspark', 'bigquery', 'terraform', 'scala', ' sql']
7;CDI - Data Engineer GCP (H/F);;Sephora;Neuilly-sur-Seine (92);Postedil y a 23 jours;3,8;https://fr.indeed.com/rc/clk?jk=cc74f4fc340c15c4&fccid=afda98bfc8224b19&vjs=3;['java', 'python', 'gcp', 'scrum', 'big query']
8;Data Analyst H/F;;Extia;Paris (75);Postedil y a 5 jours;3,9;https://fr.indeed.com/rc/clk?jk=68da3e6e01a68be3&fccid=51f8790ad48982e0&vjs=3;['qlik', 'tableau', 'power bi', 'python', 'sql', 'qliksense', 'modélisation', 'vba', ' ann', ' sql']
9;Stagiaire Full Stack / Data Engineer – Financial Services (H...;;Deloitte;La Défense (92);Postedil y a 30+ jours;4,0;https://fr.indeed.com/rc/clk?jk=c31c5d72830d01d9&fccid=9e215d88a6b33622&vjs=3;['github', 'azure', 'docker', 'python', 'sql', 'ci/cd', 'modélisation', 'postgresql', 'django', 'machine learning', 'pandas', ' sql']
10;Margo Analytics - Data Engineer – H/F;;Margo Conseil;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=c80ca9fc1d8cd6f2&fccid=15bab256d169cae2&vjs=3;['azure', 'kafka', 'python', 'spark', 'databricks', 'hadoop', 'agile', 'anglais', 'scala', 'datalake']
11;Data Engineer / Freelance;350 € - 420 € par jour;COEXYA;Paris (75);Postedil y a 11 jours;;https://fr.indeed.com/rc/clk?jk=a59b76b16f5b5666&fccid=49003fac91cb7068&vjs=3;[]
12;Azure Data Engineer;50 000 € - 65 000 € par an;Dataworks;Télétravail temporaire in Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/company/Dataworks/jobs/Azure-Data-Engineer-d4d5d515a3355339?fccid=309cb047342d324b&vjs=3;['java', 'azure', 'python', 'c++']
13;Data Engineer / Freelance;400 € - 600 € par jour;DEV AND CONNECT;Paris (75);Postedil y a 8 jours;;https://fr.indeed.com/rc/clk?jk=2ad83d1664d718a8&fccid=88cc43536213b5ff&vjs=3;[]
14;Data Engineer Assistant / Assistant(e) Data Engineer (H/F/NB...;;Amplitude Studios;Paris (75);Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=0b9179a4db0ded98&fccid=c5c1f52a35ce07e4&vjs=3;['python', 'spark', 'hive', 'sql', 'databricks', 'anglais', 'scala', ' ann', ' sql']
