;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Financial Data Engineer;;Capital Management Fund;Paris (75);Postedil y a 26 jours;;https://fr.indeed.com/rc/clk?jk=ff8ed7066f3b9eda&fccid=95e5a728d7b6979a&vjs=3;['python', 'spark', 'sql', 'numpy', 'pandas']
1;Data Engineer;;Generali France;93200 Saint-Denis;Postedil y a 30+ jours;3,5;https://fr.indeed.com/rc/clk?jk=f7d853aa696e7431&fccid=0b573984d9046c5e&vjs=3;['python', 'spark', 'hadoop', 'mongodb', 'linux', 'mongo']
2;Data Engineer BI;;Meetic;Télétravail in 75009 Paris;Postedil y a 19 jours;3,8;https://fr.indeed.com/rc/clk?jk=91138602d9b63d72&fccid=08cedfdd897011ae&vjs=3;[]
3;Data Engineer Sénior (H/F);;Le bon marché;Paris (75);Postedil y a 9 jours;4,3;https://fr.indeed.com/rc/clk?jk=280e60a332b21fce&fccid=f56bb661335f25f6&vjs=3;['github', 'python', 'sql', 'airflow', 'bigquery', 'scala', 'gdpr', ' sql']
4;Data Engineer;;DataDog;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=13b25ca7d4176b11&fccid=448951d0ddf03e0c&vjs=3;['aws', 'python', 'spark', 'sql', 'hadoop', 'redshift', 'snowflake', 'scala', ' sql']
5;Data Engineer / Data Visualisation;;Happytal;Paris (75);Postedil y a 18 jours;3,5;https://fr.indeed.com/rc/clk?jk=6878caa41ea1c53a&fccid=be603a1bd8d5e108&vjs=3;['tableau', 'python', 'sql', 'api rest', 'mongodb', 'ssrs', ' ssis', 'machine learning', 'mongo', ' ann', ' sql']
6;Data Scientist;;Getaround;Paris (75);Postedil y a 30+ jours;3,5;https://fr.indeed.com/company/Getaround/jobs/Data-Scientist-1f4948ea32f5d203?fccid=40e89c60795f6393&vjs=3;['tableau', 'aws', 'docker', 'python', 'sql', 'airflow', 'snowflake', 'machine learning', 'pandas', 'cloud tech', 'jupyter', ' sql']
7;Data Engineer - banque (H/F);;CGI Inc;Paris (75);Postedil y a 30+ jours;3,6;https://fr.indeed.com/rc/clk?jk=437a048ec0ae21be&fccid=43a69183767d4301&vjs=3;['kafka', 'spark', 'sql', 'hadoop', 'agile', 'cloudera', 'linux', 'hdfs', 'nifi', ' sql']
8;Data Engineer / Freelance;400 € - 720 € par jour;Phaidon International (UK) Ltd;Paris (75);Postedil y a 30 jours;;https://fr.indeed.com/rc/clk?jk=ea52525c767bf511&fccid=3d2aed1efe9f7910&vjs=3;[]
9;Data Engineer;;Pennylane;Télétravail in Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=e0672342c5fd4381&fccid=436b560cf77f7913&vjs=3;['aws', 'terraform', 'machine learning']
10;Data engineer (F/H/X);;MeilleursAgents;Paris (75);Postedil y a 30+ jours;3,8;https://fr.indeed.com/rc/clk?jk=9ff6257bccf65ca3&fccid=87569070559536a5&vjs=3;['docker', 'python', 'sql', 'gcp', 'airflow', 'bigquery', 'modélisation', 'grafana', 'postgresql', 'cartographie', 'flask', 'machine learning', 'numpy', 'pandas']
11;data engineer junior / Freelance;400 € - 470 € par jour;LAB 5COM;Issy-les-Moulineaux (92);Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=f8a8bcadacd7c37e&fccid=bc43e43637fb61cf&vjs=3;[]
12;Senior Data Engineer;;Solantis - Consulting Agency;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=78e2b89416cff3ae&fccid=2fb21ba8b6ab7b8f&vjs=3;['tableau', 'aws', 'azure', 'kafka', 'python', 'spark', 'data lake', 'sql', 'snowflake', 'oracle', 'modélisation', 'tableaux de bord', 'scala', 'data lake', ' sql']
13;Machine Learning Engineer;;Qorvo;Paris (75);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=0a1591655e00fac9&fccid=f0f57785b56c2161&vjs=3;['python', ' c ', 'machine learning', 'tensorflow', 'pytorch', 'nifi', 'c++']
14;Data Engineer;;Tinyclues;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/company/Tinyclues/jobs/Data-Engineer-17596d45ea07fb7f?fccid=f7e9bbb776ee984b&vjs=3;['python', 'sql', 'airflow', 'bigquery', 'agile', 'scala', 'tensorflow', ' sql']
