;title;wage;companyname;location;date;companynote;joblink;jobskills
0;PMO Data Center F/H;;welinkit;Clamart (92);Postedil y a 1 jour;5,0;https://fr.indeed.com/rc/clk?jk=e365ef6814f31592&fccid=07661a4e5e3582cf&vjs=3;['nifi']
1;DATA SCIENCE CONSULTANT PARIS;;managementsolutions;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=d67a4951fe4229c4&fccid=f3eca80b6759548b&vjs=3;['python', 'hive', 'hadoop', 'matlab']
2;Data Analyst (M/NB/W);;Ubisoft;Paris (75);Postedil y a 30 jours;3,8;https://fr.indeed.com/rc/clk?jk=3af71fbc8e64e98c&fccid=237908de095b6446&vjs=3;['tableau', ' r ', 'python', 'sql', 'ssas']
3;DATA SCIENTIST FINANCE H/F;;BNP Paribas;Rueil-Malmaison (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=47a567275c08b92b&fccid=1392500f835bba92&vjs=3;[]
4;Master Data H/F;;ALDI;Villepinte (93);Postedil y a 1 jour;3,2;https://fr.indeed.com/rc/clk?jk=a4483ef59beb38c7&fccid=b8b7cb5f7561f45b&vjs=3;['terdata']
5;DATA ENGINEER (H/F);;Verisure SAS;92160 Antony;Postedil y a 1 jour;3,9;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AAigdryULgRL76ptdOT_bjStNtb5_VfArVerkNyH03hrcKTIlS2VO1ryV7xizb3COeliCvGHL2RUhgH8pSy3o5VxA7d_vqDGuYrcoJ30lwvWuDwMKjxDSExTxnQW2TtIDbf1qDOLMEXb7OqUCQco7jrif3hrS8w1xB24_qXZSAQb1pAOcm2ZsJomdX4zfgdm3ewvIt5hialh1rYHy2jkad4IczS2bScMAc_U8iSEYSELF7-bi-8UKygLJcZrFFnD-d0C0MdqQ4JBqDPfWHtfzeGvXiVks2YiWdIs4dPWSaKLi-7zTJweTwqminQWi9h5trbyKku-HZXBJjE7WdjuPxQRzJXMCPsaLo8tkqetpmDuD7OiHRb2ielwafzrm1mIwlklUX0Hh4LbDLWPTWCIeTUvLropFjqMgB2TQ0XxfsHEk9JE348Tc2O75DsTXG9AHj-h9qfn1YEWbkNZm4sCys-lFFWo8nWaUJNL3zYblz9gHO_81ZsogalJ4CmXtutvASWN-3lxaqYcLUp78yWkGcyn-eIvE4eTTzZQooPpHJMjvSmToNQCKc5g11XOmbbidGGRECcB0LGCcd_EKkDkDAaxLZ8EWCV1rG0ZHZHhY0uSVRCW_ArWbRD4K7T-1TaJYNd7wC_Y4qgw==&p=5&fvj=0&vjs=3;[]
6;Data analyst;;Oh BiBi;75009 Paris 9e+ 1 lieu;Postedil y a 30 jours;;https://fr.indeed.com/rc/clk?jk=4000264bf63e3cbf&fccid=73ca5717fffee2c4&vjs=3;['python', 'sql', 'anglais', 'data visualisation']
7;CDD 11 mois - Chef de Projet Junior Digital Transformation M...;;Danone;Rueil-Malmaison (92);PostedAujourd'hui;4,2;https://fr.indeed.com/rc/clk?jk=1378815e0d376cea&fccid=1d449a8e14af7cf3&vjs=3;['powerbi', 'nifi']
8;Data Scientist - Climate Risk Expert;;DEEPKI;Paris (75);Postedil y a 4 jours;;https://fr.indeed.com/company/DEEPKI/jobs/Data-Scientist-9bce2458650c1b29?fccid=99b1c2464bfd6e53&vjs=3;['python']
9;Data Analyste France (Marketing & Sales);;Ubisoft;Paris (75);Postedil y a 11 jours;3,8;https://fr.indeed.com/rc/clk?jk=e596a86134d77bc8&fccid=237908de095b6446&vjs=3;['tableau', 'sql', 'anglais', 'nifi']
10;Data Engineer Teradata H/F;;LCL;94811 Villejuif;Postedil y a 17 jours;3,6;https://fr.indeed.com/rc/clk?jk=cd9c2c9380451250&fccid=0573667c055a9ed0&vjs=3;['qlik', 'sql', 'jira', 'agile', 'modélisation']
11;Business Developer – Healthcare Data H/F;;Alcimed;Paris (75);Postedil y a 10 jours;3,0;https://fr.indeed.com/rc/clk?jk=e86f5aacdc1712db&fccid=f2894962c4f49a44&vjs=3;['anglais']
12;Data Scientist H/F;;Data Impact;Paris (75);Postedil y a 10 jours;;https://fr.indeed.com/rc/clk?jk=3a45d89664f90026&fccid=c309915f40affd15&vjs=3;['docker', 'python', 'sql', 'mongodb', 'linux', 'machine learning', 'tensorflow', 'pytorch', 'mongo', 'nifi', 'c++', 'keras']
13;Data Collection Manager – Sports & Health Sensors;;TAG Heuer;Paris (75);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=b48ac165598093e4&fccid=80c112406ea2ee53&vjs=3;[]
14;Data Scientist NLP - Paris - H/F;;CleverConnect;Paris (75);Postedil y a 14 jours;;https://fr.indeed.com/rc/clk?jk=1200e1e2617e49e3&fccid=b331b64fe61c2e36&vjs=3;['tableau', 'aws', 'python', 'sql', 'gcp', 'ci/cd', 'anglais', 'scala', 'looker', 'machine learning', 'tensorflow', 'pytorch', 'data visualisation', 'numpy']
