;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Devenez Cloud Data Engineer - Reconversion professionnelle |...;35 500 € - 55 000 € par an;DATASCIENTEST;92800 Puteaux;Recrutement régulier;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_7ukeev4kUy-nlGS7XrezYJHRA6z9_JxS23XPab_crkiDF-5VjWKPlwECCweNzarTJwr8jopPlsKuT_hjEhrEs1oON1E1-GGAlfIKIzJjBn6g0fN1Yiz4wBzROsz_2rv0YJtDhcdmknQMVHK3GgB_-UN3_jfUEcvuTaHoOhXxATJnO5bQir__r1YyL6n5hpBC2T2ccXmk4NgHXodENCm_i-MM3dC9s7DSqTdKyjRjY-bvgyaGt3ZS6DwijvkHImDvJAbGMFzA3gKVjhvLolN6K_M3QQvxZ4XnnBhKVKD5ra6z38b-4XA40RjWaqmAEkHbQUfApibUQhFH8PvTe3Rr_RCTQj0o7ueaWeAcaPwsBzIPJhgES0bJdccITmN6yvcmSEqGGllBGOtpekdbVbY-yjHC9WfgXVpn3sBh5MzJD7L57sQLLnDloJkROQC4FzlSZ29kDP3ls5IONaeH_YtZ4Bm0SaOCMxvP8FE4YqNdzQKxh8IrhGg8NkXr8pXinvAhn7wpn6sG6XxK0bZkzbn_&p=0&fvj=1&vjs=3;['java', 'github', 'aws', 'azure', 'kafka', 'docker', 'python', 'spark', 'hive', 'sql', 'gcp', 'airflow', 'hadoop', 'mongodb', 'linux', 'pytest', 'bash', 'elasticsearch', 'mongo', 'nifi', 'c++']
1;Data Engineer Junior CDI - H/F;;Capgemini;Paris (75);Postedil y a 9 jours;3,8;https://fr.indeed.com/rc/clk?jk=6c4ed5c174132f41&fccid=105ecfd0283f415f&vjs=3;[]
2;Urgent - Data Engineer / Freelance;400 € - 450 € par jour;Ï-NAYA Consulting;Puteaux (92);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=b55211de51b73187&fccid=d0afa524610e62ae&vjs=3;[]
3;Data Engineer (H/F);50 000 € par an;Bellman;Paris (75);Postedil y a 4 jours;;https://fr.indeed.com/company/Bellman/jobs/Data-Engineer-e8f6f06af9eafef5?fccid=001f36293d8ad108&vjs=3;['java', 'aws', 'python', 'sql', 'gcp', 'bigquery', 'postgresql', 'datalake', 'nifi', ' sql']
4;Data Engineer Hadoop Cloudera / Freelance;400 € - 550 € par jour;NOESN;Nanterre (92);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=8647184d00ac4768&fccid=e7b092875ee04ed6&vjs=3;[]
5;Stage - Data Engineer F/H – Avril 2022;;LVMH Holdings;Paris 8e (75);Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=c9067c374b187d04&fccid=034f1451ed0736e7&vjs=3;['docker', 'python', 'sql', 'agile', 'terraform', 'anglais', 'data factory', 'nifi', ' sql']
6;Data Engineer Stagiaire H/F;;JOHN PAUL;Paris (75);Postedil y a 23 jours;3,3;https://fr.indeed.com/company/john-paul/jobs/Data-Engineer-Stagiaire-a45af40492104b04?fccid=a6c6259fe81cf7ad&vjs=3;['talend', 'python', 'sql', 'api rest', 'redshift', 'snowflake', 'agile', 'modélisation', 'mysql', 'scrum', 'salesforce', 'machine learning', 'dataiku', ' ann', ' sql']
7;GCP Cloud Data Engineer F/H;;OCTO Technology;Paris (75);Postedil y a 30+ jours;5,0;https://fr.indeed.com/rc/clk?jk=012c3ee567abc09c&fccid=d57015feda212f76&vjs=3;['aws', 'azure', 'spark', 'sql', 'databricks', 'gcp', 'bigquery', 'snowflake', 'cloudera', ' sql']
8;Data Engineer;;Ysance;92300 Levallois-Perret;Postedil y a 6 jours;;https://fr.indeed.com/company/YSANCE/jobs/Data-Engineer-87590dc9317cc4ea?fccid=ec7d969fad906ade&vjs=3;['qlik', 'tableau', 'power bi', 'aws', 'azure', 'docker', 'python', 'spark', 'data lake', 'sql', 'gcp', 'terraform', 'scala', 'looker', 'data lake', 'dataiku', ' sql']
9;Consultant IT & DATA Engineer débutant;;Scal-e;75001 Paris 1er;Postedil y a 12 jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BTjMzKWPDv9mWQg1pc46YH7tqCrIikJXq8ZPaFQTqGabfthMwjryspVeHSlBSCReJpwM-c1miXP4DkzJ4ViEJbe8UqQaiPBhoVgMtxboSinDoCJg5GuuO92jUnnCuKGwwWqcbtdoQpwNbBDXD_ka2gTwuKAg3ioyan2s9voPH0LGt_wwBy9W5TN_WHg9AR-0D8aKqW0uLrf2BhwsCL52lJNB6z_kj5o-3-P0BXbUKXEre1SK-Ux8dMwwggvYKVZ05nEQg1PACQWdcE1IqBB8d4bo44e2TXekDqtFjOGH30cMB8hEoyrXVbbD31rN3Md1JUxixcFqAgptwpVj3udK3nrfaEjrnj-bvWzghx3aD-8yWnAxIMCAcKhA0m2dHRk-zwVkJwZtFG6fZLvW8RDMeY3Ltb5NF-PuxiRPLVyeYOJMkWueHUMg_DILw_Az0liIXCotN1t1gUbsxDFVFqYruZXudiOBinFXcFtF-IdAxdSlFsVhyari-c3_e5lGeAC5Ftvi7rxEjXhQ==&p=9&fvj=1&vjs=3;['qlik', 'tableau', 'power bi', 'sql', 'microstrategy', 'bigquery', 'datawarehouse', 'modélisation', 'anglais', 'tableaux de bord', 'mysql', ' php ']
10;Data Engineer H/F;;NOVELIS;Paris (75);Postedil y a 30+ jours;5,0;https://fr.indeed.com/rc/clk?jk=e58a903baa90effd&fccid=92046a9742d056b6&vjs=3;['python', 'spark', 'hadoop', 'pyspark', 'agile']
11;Data engineer;;Siderlog;Paris (75)+ 1 lieu;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=216dd34745946b61&fccid=53589aabfad01960&vjs=3;['python', 'spark', 'hive', 'hadoop', 'cloudera', 'anglais', 'scala', 'nifi']
12;Stage - Data Engineer (H/F) - Septembre 2022;;Chanel;92200 Neuilly-sur-Seine;Postedil y a 18 jours;4,1;https://fr.indeed.com/rc/clk?jk=9dbe667b5013f168&fccid=20f48cf7726b0510&vjs=3;['python', 'sql', 'terraform', 'scala', ' sql']
13;CDI - Data engineer;;PRISMA MEDIA;92624 Gennevilliers;Postedil y a 30+ jours;4,1;https://fr.indeed.com/rc/clk?jk=31ec02c7a2b4d62f&fccid=e4dc7d2489b22a3e&vjs=3;[' git ', 'python', 'sql', 'gcp', 'airflow', 'agile', 'modélisation', 'kanban', 'scrum', 'scala', ' sas ', 'gdpr', ' ann', ' sql']
