;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Technicien Support IT H/F;26 000 € - 30 000 € par an;Rentokil;Télétravail temporaire in Boulogne-Billancourt (92);Postedil y a 12 jours;3,9;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CNXjcDrxT159nUTb7ComYZdRpYj-MNZyLKysusWM0TRmaAvbU-d4tB9LJmUQny1WhtiUc4aiLEh6qeVvFSMiZItAVO15RlIOP3z_PmlyxiJ0tYN9FT2-wQoEqEw0uexEwQbmEr6mmRxAWVrYP4i1yrPdriQak7Obhd7cmnjIAFEyWsSJFe2e7Fa3t5OcsU6Hyr7KxppmAYIS1nyr9myePscsMpr8G-mYy_ojuDr-3qVthkrjKqhbHlcpHurEcJuq6ES-jBUPh1kRCjLyheQJXCjgiFJ5iMf4QaOHLYX9vQag37GtKqCEgGNaVKEnkR5LoTuPOnzeRfmPyRuHomsn32bMw-zBchFdt8UDgbQ6Ov9lMO9cwMEMMQJTQtyfLDnNOJePQ_JRCgFXrDW8F0mXyh3JLl_kSxgfbq8cdCX_a1jGAQj0-ChtXviaA9A72C3ByVXs0c0X0Xs59KQusJNq1NbMAhlVxEhppDV2yo0PzkvWmjBHmNGD252ESOUJeANIr0IYYDGVOMZu3YbzCtWpdGj0kc5CUPclc=&p=0&fvj=1&vjs=3;['anglais']
1;Technicien support niveau 1 (IT);45 000 € - 50 000 € par an;Beager;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOakjo4B2-N_SfFlCg-QCvnLMNLVpKujqvs16D1hCj1gvl37JjPHjWxkX5Z3B3f7nyZMTbsLOXOnIniLrJ_VG3k6FNDXerR8brGHYSai7DEKNdaTgVV-IU4-2AROq48EptLHQ2GmvoqHmdkXE8MrdVBS5ZcTkXEeJFtxooMAY8K1Yn55La9lhiLLbxTOLu9ODznIS_VUGOAZn0NpGIVN9aBMG7LdzOb8b2oIRZl2OCQ8KrFY3d11vMh4v0yJngYOpdXqmIiStGU0aab2Ozj9ZiSx7D_1gQVuTMF7KfesYs_7iZXQJ4WZSL73boYso3QWOljXI563G7urfUHxsRwRsJ8AlqZNmOJuksjJDhfA4lKsWVlLgdZOxz930aKojzSmaQvXJOZk115rjZDM1gUY_0aDQKwRwOpq8s4YsKPKvrowEAYolnSDaqqg3RWBzGdGI24bbC2rWxQuTV7i76FxDgx31hmq5_3JDN9QYrIZdOx6aoXf8SGDMNbEzTqlPqVKH_HlIfsb8AstFp1HSqNUTXDXiszrWuHFIsy4vKRTTYkIlD0YaAoeOEtx_HBwjVF7xZqHeGqx55PzbwM3SL-foDQOn7Z4EaDKB0Td3Eb5eyREKa4TvXKfO05wSshONRPAY9VpM2YhIq8RJwvrBanF_1Vpo=&p=1&fvj=0&vjs=3;[]
2;Intégrateur Web (H/F) (IT);35 000 € - 55 000 € par an;HR-TEAM;Paris (75);Postedil y a 13 jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOakjo4B2-N_SfFlCg-QCvnLNCQRUnH0Qi0272jYKo2C2rxBkWkK5O_7AHOVE2auU-IFkF90ePminy6TiKqJGeit9pdB22_MmN5AJWxeF9xtQ3gD9EApouPhp46CuJQq1wNf-UJp9fQm1QCAI-Qx_8KtG0y1bFSaOVsgRf1ocuAgWPEqIDR-O1iecIiUGiuvW2QqWG-JXIQ0PKOk-_Mjm3fXjw9_sElRwJ4diMJPNtanrUeGcCMB3IoYr72CmTLx6XQg9e9H-NS06VKmeUatxMR6yHfbupPvyul17_RuQRTdp-SJY5-pNofQJ64Vzi8vRbEseTLKmHGU8KPs2GKNsMxXF2t0FRGWN8M1ZL61hXWYa3HhK9FA_hPBHnwQjpASbPIDLXxIrqEZQb_R1srKqWJroSGhlGWpQbMdkEqYjPqPwxIhZt7e6h7u0Gbqn31acPACVZEzKh2YG_4EPfoQXLA5sTRPWdemTU5-dvANe2YfUQTtmXtN43KMLVzldh7x1hbjEPl5e4fMJNHIeXLDfRNqpdZt5dKwJIu-3JqwczMJ1Ilx1bqlONCM9Jx5URmecA8MSfqDF2ZMY7LIg4KvQx4GIozTXUPcatMsh6lOPqNgyYDnue5IfV0XGUTUn5o9HlR1wqIDRbO-NqBHxER6KKddq6My1F5Y0vZdQm5s7ut1Kr&p=2&fvj=0&vjs=3;['agile', 'scrum']
3;Stagiaire IT Cybersécurité;1 500 € par an;Ateme;Vélizy-Villacoublay (78);Postedil y a 3 jours;3,7;https://fr.indeed.com/rc/clk?jk=70ce7a73c6d475d7&fccid=3d1d48bb5a37a309&vjs=3;['anglais']
4;Technicien IT H/F;20 000 € - 35 000 € par an;Bouygues Energies & Services France;78370 Plaisir;Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=24498992e7a8b1b4&fccid=d9eedc39ff761998&vjs=3;['linux']
5;IT / Infrastructure Manager;;Digitsole;Télétravail;PostedPubliée à l'instant;;https://fr.indeed.com/rc/clk?jk=c1ceeae1ee7aed8d&fccid=f654cfb03ce46562&vjs=3;['aws', 'mongodb', 'scala', 'mongo']
6;Tech Lead NoSQL (IT);45 € - 55 € par heure;bomz.ai;Paris (75);Postedil y a 17 jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOakjo4B2-N_SfFlCg-QCvnLOezoPUo6wabfD5tlKCbhndHPK3vpny6yNmChlkw8zvd_v0C8FmC1d7fWsHvyJS0TdqOOS_HlsCVsmjd8_taOAg0lT6fuQbnW0LSmhC56NH9eAjyx5E3JKVWQLsCOH1yEo20LPVRjjJwC8LQ7iBy5P38YkiZxcPXdeIoP-22hhuko9NY72NvqGWGtFLPq80W86KD6v48adEr5VnF9ADBFl7sMywTx1Cg0jvzqKjjAsnxJqpGZgrnLze3zvEw2fA05nPEOx42G0UZKnckWSrkACeihqQDtPDta6nROO2SH7_wpofleTdG-s7yR8U4ETDNJ4BrTw9XXiwQt4kquhAZzW6vBDKvI2BN5wl6NyM_IZ38Zb-11H-asX80xYuH_KfHF7zvYbyrUVRcSIkGPnCbF9sa4OJmW4bz6EZmPWBNW0bkiZvBCQqRbgiYenYwS6bPzyrDBQm1ytsPSTWK0EaQx-6hBZTebA9fRf1PT3KyOtmi-em3Sy1PCc_hM44KDJhBJ9PsHDPkHJf_o2pYD4TvMH3Al8qJxcKuJ3dCQTnwBtgQvJfBoNug5ctlnV39Jp-71KmGt9mZ57hMZP5L3ytKYou&p=6&fvj=0&vjs=3;[]
7;CDI- Chef de Projet IT France (F/H);;Sephora;Neuilly-sur-Seine (92);Postedil y a 3 jours;3,8;https://fr.indeed.com/rc/clk?jk=210cf797a9a81520&fccid=afda98bfc8224b19&vjs=3;['nifi']
8;Consultant AMOA Junior H/F (IT);;Quick Source;Paris (75);Postedil y a 5 jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOakjo4B2-N_SfFlCg-QCvnLPzbxcWplUGsJs1R5nv3DCyyX5vrBnlVjPHXDKuVxJcZ5perNBgSmg0JKbRTE-y7KxykRzzGBLfU_D047u7mQpBRKYXKdqSukIpQ5pT2JHYZtMt5UnX9kPfH-x7ApjUrq5kBZGPGs8K8oA1jVtNHeVF9QT_uuWweoildn1q98CXcInOfuEtG3y1KTipRsGLZiv-YvKX_ct90NPvF7P0vtn18wY2BtGlvCkPlm2fhq7gOc8KeAPDWOQpiSyvBmK5XY6gaQ4s7gASSbHMLMClfFUQVeVw2wY9a6eTjOP9O88KdUqiMNFzHUWV95PhrMY2Cn1t-DikJZJz0IgQ5jSJNgzqyymgtNTWOoLcGaOFIGgcsiTALMXa5Y_HMl23gk5jHWUIuAnKymtbrMRmuEmb729K0nep7XVaOLiKTUWlm8U-MZ2dXvIK_iojvGaQ1YJhweW9lvPSVO3Ui7oO-TMEkylK30BVFNK1AW61QNnzGAKQdGoJmjj7b24AUTSLCdHKf9eqDLUfOdqUCE60147oXEQ8c6YS0xjptrYvWgOl5F9sGC8YxAzo4SDvGBQESE13TS6TkvlgrdOwvhZy1PvQZ6ls-z6iM1JrzAgnyfLmk-1ecw2L5dpggbE422CgnKCnhU-in3Nei0g6Aw==&p=8&fvj=0&vjs=3;['cartographie']
9;Technicien de Support IT (Niveau 1 à 3) h/f;;ISOR;92300 Levallois-Perret;PostedPubliée à l'instant;3,3;https://fr.indeed.com/rc/clk?jk=c225daccfcb166ce&fccid=6f9e2f3d20c75b28&vjs=3;['scala', ' ann']
10;Technicien support IT;;GLS France;94400 Vitry-sur-Seine;Postedil y a 6 jours;2,9;https://fr.indeed.com/rc/clk?jk=abfe6efcc38e1b37&fccid=5a93f3e6318a59c6&vjs=3;['anglais', 'linux']
11;Internalisation Gad CABALO-(H/F);;Société Générale;La Défense (92);Postedil y a 2 jours;3,9;https://fr.indeed.com/rc/clk?jk=af60e29157a35cfe&fccid=df6948c9b8da6236&vjs=3;[]
12;Machine Learning Engineer Assistant - Internship (F/M/NB);;Ubisoft;Paris (75);Postedil y a 5 jours;3,8;https://fr.indeed.com/rc/clk?jk=0f2bd731b8361aa4&fccid=237908de095b6446&vjs=3;['python', 'scala', 'ssas', 'machine learning', 'pytorch']
13;Data manager (Dataiku) (IT);;IT CONSULTANTS;Issy-les-Moulineaux (92);Postedil y a 27 jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOakjo4B2-N_SfFlCg-QCvnLPpcvVwTRCOjOYC1ojnbDrlp6r7BWqfUy7nbHtFlzdzQCz4H1SuCcIOUT7bti1DSCRBqT0HybOkBcfJxU5SG5Rldc9qIoTQStwlXUbiJ5cqFfBS-cgDWvIoWZzKzC3cpxrz2I8uNIGSN0xwjX5z0Y3_Xp-FtUc8JCzUAC2ALTvpgLl2hPE0zeX8twf_Ri_i634adFVuzqL4nWpAhG9--k0LDA05XhlwCBhHgl8MLxXcVWvlv7oNaFqylUxPmsJ4shLfSBkFS_CbA4tp9YlQb_CpR1bZzrELP_zJkpMho0gYcvuFMN5h-vH9J4OFZiNKYhgTyu-sWLTDH3h3no5RoqxOubHU2M1uI6xbrtjZ-EAtcqQAKthI8XLszNmeQzFy6Qwn8ywzq098wMD-AqnZtf0vFFO2TZX_k_GapBEoDw_EVM73XcCG-474fdFzEN0hFUwqZ97MzIpflbaTLJdvw01nfODc89nP-ZbJ4eqhX6XEqQvfeWV1hAq7EAiys2qFXoGGQnfEuR9trw9xZU6ljhSR9CT9sS4TqhlLnl4iXGdgmQAgIFXGi6ecgSo2n9b4g--pdjS_Jb_Bew72vvCIW-4kh-WJu4XCIHvpojXAX1b1zPOyTmUWxmlS&p=13&fvj=0&vjs=3;[]
14;BOUCHERON - Responsable Support IT International F/H;;BOUCHERON S.A.S.;Paris (75);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=bddfac3e52f21ef3&fccid=d2e87e4b48a52898&vjs=3;['anglais', 'scala']
