;title;wage;companyname;location;date;companynote;joblink;jobskills
0;STAGE - Data Engineer H/F;;Clarins;Paris 17e (75);Postedil y a 30+ jours;4,0;https://fr.indeed.com/rc/clk?jk=c31e0cd798973832&fccid=6337ab41cad9f3cf&vjs=3;['java', 'gitlab', 'azure', 'python', 'spark', 'data lake', 'sql', 'gcp', 'ci/cd', 'pyspark', 'datawarehouse', 'anglais', 'scala', 'data lake', 'data visualisation', 'hdfs', ' sql']
1;Data Engineer junior;;Club Med;La Villette (75);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=0d5f8353b13b16da&fccid=7c3483d3037c93bd&vjs=3;['qlik', 'java', 'jenkins', 'tableau', 'kafka', 'python', 'spark', 'gcp', 'airflow', 'ci/cd', 'hadoop', 'bigquery', 'qliksense', 'tableaux de bord', 'machine learning', 'tensorflow', 'intégration continue', 'data factory', 'data visualisation', 'keras']
2;KERING Data Scientist;;Kering SA;Paris (75);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=38d96efc4d29c27c&fccid=7e75676c181b75b8&vjs=3;['aws', 'python', 'anglais', 'scala', 'machine learning']
3;Machine Learning Engineer;;Pernod Ricard;Paris (75);Postedil y a 30+ jours;4,3;https://fr.indeed.com/rc/clk?jk=0a2ead4f2bdfd65d&fccid=38296e125f2fd87c&vjs=3;['java', 'azure', 'docker', 'python', 'spark', 'sql', 'databricks', 'ci/cd', 'hadoop', 'snowflake', 'jira', 'agile', 'confluence', 'terraform', 'scala', 'machine learning', 'tensorflow', 'datalake', 'data factory', 'c++', 'keras', 'problem solving', 'pandas', ' sql']
4;Data Engineer (DS Platform);;Younited Credit;Paris (75);Postedil y a 19 jours;;https://fr.indeed.com/rc/clk?jk=63967b1baf52d7c2&fccid=90458df72107c958&vjs=3;['python', 'spark', 'sql', 'databricks', 'airflow', 'pyspark', 'bigquery', 'terraform', 'scala', ' sql']
5;Data Scientists- ML Engineers H/F;;TOTAL DIGITAL FACTORY;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=76f7ce7b1abd5a9c&fccid=48289d454d5c92d5&vjs=3;['python', 'databricks', 'modélisation', 'anglais', 'machine learning']
6;Senior Data Engineer;;MWM;Paris (75);Postedil y a 23 jours;;https://fr.indeed.com/company/MWM/jobs/Senior-Data-Engineer-4fbac2f85bf3644b?fccid=b36dab1956680cdf&vjs=3;['python', 'scala', ' c ', 'machine learning', 'c++']
7;Data Engineer;;Pennylane;Télétravail in Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=e0672342c5fd4381&fccid=436b560cf77f7913&vjs=3;['aws', 'terraform', 'machine learning']
8;Data Engineer | Rent SAAS | Full or Flexible Remote;;Free2move;Télétravail in 75009 Paris 9e;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=2017f1b1a5de59c6&fccid=6ea60b15d7fefbd7&vjs=3;['docker', 'python', 'sql', 'agile', ' sql']
9;DATA ENGINEER TALEND ESB JUNIOR H/F;50 000 € par an;SYNALTIC;Vincennes (94);Postedil y a 4 jours;;https://fr.indeed.com/company/SYNALTIC/jobs/Data-Engineer-Talend-Esb-Junior-7917eaa5d01689d0?fccid=a116ba3bfc8f1d71&vjs=3;['talend', 'java', 'tableau', 'kafka', 'docker', 'hadoop', 'elasticsearch', ' ann']
10;Alternance Data Scientist H/F;;Quotatis Groupe;75010 Paris 10e;Postedil y a 17 jours;;https://fr.indeed.com/company/Quotatis/jobs/Alternance-Data-Scientist-9483abb34f48d759?fccid=90c120bf86976418&vjs=3;['tableau', 'modélisation', 'tableaux de bord']
11;Stagiaire Consultant(e) Data Engineer - H/F;;SMART TEEM;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=fa44766665c340c1&fccid=d51961f0c6d6c8df&vjs=3;['power bi', 'python', 'spark', 'hive', 'sql', 'hadoop', 'pyspark', 'datawarehouse', 'agile', 'postgresql', 'datalake', 'hdfs', ' ann', ' sql']
12;CONSULTANT DATA ENGINEER H-F;;SQORUS;Paris (75);Postedil y a 11 jours;;https://fr.indeed.com/rc/clk?jk=ebb724882b4e605a&fccid=a49ea89af34b48d7&vjs=3;['azure', 'python', 'spark', 'databricks', 'hadoop', 'cloudera', 'modélisation', 'anglais', 'scala', ' ann', 'gestion des flux']
13;Senior Machine Learning Engineer;65 000 € - 70 000 € par an;Dataworks;Paris (75);Postedil y a 9 jours;;https://fr.indeed.com/company/Dataworks/jobs/Senior-Machine-Learning-Engineer-4a74c56d9c7badc3?fccid=309cb047342d324b&vjs=3;['aws', 'docker', 'python', 'sql', 'airflow', 'snowflake', 'scala', 'elasticsearch', 'machine learning', ' ann', ' sql']
14;Data Engineer F/H;;PENELOPE KAVALIAUSKAS;Hybrid remote in Paris 8e (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=a66c45159865d017&fccid=67ea5c125be4e033&vjs=3;['java', 'jenkins', 'aws', 'azure', 'elk', 'docker', 'ansible', 'python', 'spark', 'hive', 'hortonworks', 'sql', 'gcp', 'ci/cd', 'hadoop', 'jira', 'agile', 'terraform', 'cloudera', 'modélisation', 'anglais', 'kanban', 'scrum', 'scala', 'machine learning', 'hdfs']
