;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Engineer H/F;;Autajon;Montélimar (26);Postedil y a 4 jours;3,2;https://fr.indeed.com/rc/clk?jk=a56e3a4511e6d84e&fccid=fa5799adf6016c9f&vjs=3;['aws', 'azure', 'sql', 'modélisation', 'datalake', ' ann', ' sql']
1;Consultant SAP / ETL;35 000 € - 45 000 € par an;AK Recrutement;Lyon (69);Postedil y a 5 jours;;https://fr.indeed.com/company/AK-Recrutement/jobs/Consultant-SAP-2773d5fc6bc6766d?fccid=482b1d63c68dcc09&vjs=3;['talend', 'sql', ' bo ', 'oracle', 'modélisation', 'sap bo', ' ann']
2;DATA MANAGER (75007);;informatis-ts;Paris 7e (75);Postedil y a 5 jours;;https://fr.indeed.com/rc/clk?jk=492d31cd5ffe6152&fccid=dd1a65ef01beccb2&vjs=3;[]
3;Ingénieur Data H/F;;Groupama Supports et Services;Puteaux (92);Postedil y a 4 jours;3,6;https://fr.indeed.com/rc/clk?jk=3e9a84744d379a84&fccid=001c941b4bd131d5&vjs=3;['spark', 'oracle', 'scala']
4;Consultant Business Intelligence H/F;;Assystem;Courbevoie (92)+ 1 lieu;PostedAujourd'hui;3,2;https://fr.indeed.com/rc/clk?jk=5e53caceaa3f6afd&fccid=48961b7a8ac20637&vjs=3;['qlik', 'talend', 'tableau', 'powerbi', 'python', 'sql', 'oracle', 'anglais', 'tableaux de bord', 'mysql']
5;Product Data Analyst (f/m/d);;Homelike Internet GmbH;Télétravail;Postedil y a 5 jours;;https://fr.indeed.com/rc/clk?jk=e2c15ea5f8fe26b2&fccid=6413f80fb1326de0&vjs=3;['python', 'sql', 'bigquery', 'scrum', 'mongodb', 'salesforce', 'mongo', ' sql']
6;Data Analyst F/H;;Voyage Privé;Aix-en-Provence (13);Postedil y a 1 jour;3,4;https://fr.indeed.com/company/Voyage-Priv%C3%A9/jobs/Data-Analyst-F-H-63fc9bb2f9100945?fccid=37029f0f039fb727&vjs=3;['github', 'gitlab', 'tableau', 'docker', ' r ', 'python', 'spark', 'sql', 'bigquery', 'apache', 'scala', 'elasticsearch', 'dataiku', 'yarn', 'nifi', ' ann', ' sql']
7;Développeur Talend H/F;35 000 € - 40 000 € par an;ACII;Orléans (45);PostedAujourd'hui;;https://fr.indeed.com/company/Acii/jobs/D%C3%A9veloppeur-Talend-34b2db70f15083fe?fccid=afaabd11e62c2391&vjs=3;['talend', ' odi ', 'sql', 'oracle', ' sql']
8;Développeur Java H/F;35 000 € - 45 000 € par an;ACII;Lyon (69);PostedAujourd'hui;;https://fr.indeed.com/company/Acii/jobs/D%C3%A9veloppeur-Java-e44ed8c891d1827e?fccid=afaabd11e62c2391&vjs=3;['talend', 'java', 'gitlab', 'jenkins', 'maven', 'sql', 'apache', 'tomcat', ' sql']
9;Développeur SQL Snowflake F/H;;NEXTON CONSULTING;Paris 2e (75);Postedil y a 3 jours;3,4;https://fr.indeed.com/rc/clk?jk=4ec82b09cf24fc9e&fccid=0533c2edf28f1ff5&vjs=3;['talend', 'gitlab', 'tableau', 'sql', 'ci/cd', 'snowflake', 'jira', 'confluence', 'terraform', 'scrum', 'nifi', ' ann', ' sql']
10;Project Manager Data Integration F/H;;Dogfinance;Courbevoie (92);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=5eb610f8afc588e1&fccid=bebf31df1e0ec5ff&vjs=3;['talend', 'agile', 'anglais', 'scrum', 'scala', 'nifi']
11;DÉVELOPPEUR BI H/F;;gfi;Lille (59);PostedAujourd'hui;3,0;https://fr.indeed.com/rc/clk?jk=14f30796f9f8115f&fccid=e463fc7104734a53&vjs=3;['datastage', 'talend', 'sql', 'oracle', 'agile', 'nifi', ' sql']
12;Consultant talend ESB/ETL F/H;;SMILE;Hybrid remote in 92600 Asnières-sur-Seine;Postedil y a 6 jours;3,7;https://fr.indeed.com/rc/clk?jk=3b37169b59bb7697&fccid=d2ee89df4e29fb0c&vjs=3;['talend', 'java', 'sql', 'oracle', 'agile', 'apache', 'mysql']
13;DATA ARCHITECT H/F;;gfi;Orléans (45);PostedAujourd'hui;3,0;https://fr.indeed.com/rc/clk?jk=04eb44777b8841c6&fccid=e463fc7104734a53&vjs=3;['agile', 'nifi', 'uml']
14;Consultant Amoa Data F/H;;SIDERLOG CONSEIL;Issy-les-Moulineaux (92);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=39a942265671ca10&fccid=37281cb439fac85c&vjs=3;['sql', ' sql']
