;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Junior Full Stack Developer - Cloud;;Attraqt;Paris (75);PostedAujourd'hui;;https://fr.indeed.com/rc/clk?jk=a5245917fd5528df&fccid=7f40a625313f92eb&vjs=3;['java', 'github', 'jenkins', 'docker', 'gcp', 'ci/cd', 'agile', 'terraform', 'scala', 'machine learning']
1;Reconversion + poste d'ingénieur(e) développeur JAVA;2 700 € - 3 500 € par mois;ISIKA SAS;92240 Malakoff;PostedAujourd'hui;;https://fr.indeed.com/company/ISIKA/jobs/Reconversion-Ing%C3%A9nieur-D%C3%A9veloppeur-Java-05c5d938a1fe276e?fccid=2ea10079ddb6c599&vjs=3;['java']
2;Data Scientist F/H;;Digital Partners;75004 Paris 4e+ 1 lieu;Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=32913097d5332395&fccid=4f7c91e2885764ae&vjs=3;['aws', 'python', 'modélisation']
3;Partner Development Representative France;;Mendix;Paris (75);PostedAujourd'hui;;https://fr.indeed.com/rc/clk?jk=158e30153c5c097d&fccid=d906a35a8b5e576b&vjs=3;[]
4;Responsable informatique H/F;45 000 € - 50 000 € par an;ABBANA;Paris 12e (75);Postedil y a 4 jours;;https://fr.indeed.com/company/Abbana/jobs/Responsable-Informatique-9be6bae93fe7e494?fccid=3dfcfa0d2ec26cf4&vjs=3;['nifi', ' ann']
5;Ingénieur DevOps Junior PARIS H/F;;Capgemini;Paris (75);Postedil y a 5 jours;3,8;https://fr.indeed.com/rc/clk?jk=1de6d2c9bd28d5e7&fccid=105ecfd0283f415f&vjs=3;['jenkins', 'puppet', 'docker', 'ansible', 'agile']
6;QA Analyst;;Adenza;Paris (75);Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=a9ac29049ca2932c&fccid=ebf103d621ba3c11&vjs=3;[]
7;Data Scientist;;Skello;Paris (75);Postedil y a 5 jours;;https://fr.indeed.com/company/Skello/jobs/Data-Scientist-edd7191099172c86?fccid=624b4ac43f1b1794&vjs=3;['python', 'sql', 'agile', 'machine learning', 'numpy', 'pandas', ' sql']
8;Data Engineer (H/F);;Le bon marché;Paris (75);Postedil y a 4 jours;4,3;https://fr.indeed.com/rc/clk?jk=59e9558f40916088&fccid=f56bb661335f25f6&vjs=3;['github', 'python', 'sql', 'airflow', 'bigquery', 'scala', 'gdpr', ' sql']
9;DevOps Developer (F/M);;SAP;92300 Levallois-Perret;Postedil y a 1 jour;4,3;https://fr.indeed.com/rc/clk?jk=4060aced751677bd&fccid=156c7820d1988640&vjs=3;['java', 'jenkins', 'python', 'maven', 'agile']
10;Ingénieur consultant télécoms, réseaux, cybersécurité (Paris...;;Groupe Setec;Paris (75);Postedil y a 2 jours;4,1;https://fr.indeed.com/rc/clk?jk=bdec6ef8f04f7f85&fccid=f2eee38655337708&vjs=3;['anglais']
11;Développeur Python (H/F);40 000 € - 70 000 € par an;Invivoo;Paris (75);Postedil y a 3 jours;4,0;https://fr.indeed.com/rc/clk?jk=42c542c96d901828&fccid=1c939006b684b25c&vjs=3;['java', 'gitlab', 'docker', 'ansible', 'python', 'ci/cd', 'scala', 'machine learning']
12;Ingénieur Réseaux Junior PARIS H/F;;Capgemini;Paris (75);Postedil y a 5 jours;3,8;https://fr.indeed.com/rc/clk?jk=72d0a1ed6e38fb89&fccid=105ecfd0283f415f&vjs=3;['splunk']
13;Consultant.e data;2 000 € - 4 500 € par mois;DATATORII;75001 Paris 1er;Postedil y a 1 jour;;https://fr.indeed.com/company/DATATORII/jobs/Consultant-E-Data-5752ec9c5aba52a0?fccid=0c1b92bcc012ec60&vjs=3;['powerbi', 'azure', 'python', 'modélisation', 'ssrs', 'ssas', 'nifi']
14;Senior Cloud Ops Engineer (Data team) - Freelance;;Veepee;Télétravail in Paris (75);Postedil y a 1 jour;3,5;https://fr.indeed.com/rc/clk?jk=c7d5c2735b6224e4&fccid=28f7eed7c7720860&vjs=3;[' git ', 'aws', 'azure', 'sql', 'gcp', 'ci/cd', 'terraform', 'grafana', 'microservice', 'machine learning', ' sql']
