;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Product Owner H/F;45 000 € par an;Groupe UP;Hybrid remote in Gennevilliers (92);Postedil y a 1 jour;3,8;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BHZkBGqFxZ8hp-VoLaCxP_jD6ICtaH3RrMBapfFWrDpPnYEFecdPfAf74aQub5ZIXURks6liH482ZJnFxzmLEg9feA3ByoLsPNfXg6hoy5NNU4ZLES3teT-BuuAwJ9d6-HYC3DJ5DqBVbz5xvn4wK3-CcsruURbIh1_Fu_Cf1cGL437oxpoXz4yEOq6NFBQf3OALqr-tnYXkGWWZB7-s10vey7SH3U8B3CRXD7vV-FGKMvYi_U8zPEjTYyzInDYEzcmFmiCo8lMTHeN6h1QbCt3zGx4yKf8WhJDY4Xh2INl4zW2ZC9lC9M9QzcCDFn5xI_p0U5v2mSJM39x9kDAlY-zo1CwHor0IDDkYF4N4-v_0y9P_-Co4zy1bdMQmK0O_ZxP5MGSax_H10Q0Qq0LEPphTpfTiwqE1iusqwcru3b1pTgdckI_iTA3EzKdruGmCVFbcBGkcnmLPDJ39qcxSdapusur0jKH53EMAC-4SVrmy-dKfXLY-Xl2QBNpGFeXbh7XHFlrc9sLC9LaUsGR1oCPZ1AfxUAeYfPxHKKkr5k791jA3pom1tYYDUC3MRDa8I-h-zPai9etxH0KbEjT_7PYX3nK3u4G9vT-NR4xh7iZbw6JReeyAiHxwoisJjdahIstxzPmX89_EfE4nPzIF9ODQWKk5_y27z-kDPQ2uDgt7M22bnKVXCI8WBtnV7MJmD2-BShbZWKAdK-VIvqBU_07n2opG5pM4A=&p=0&fvj=0&vjs=3;['azure', 'agile', 'scrum']
1;Product Owner H/F;30 544 € - 61 656 € par an;Warning Up;75007 Paris 7e;Postedil y a 12 jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDQ_KR0SQIQ8J6fwMY_T17V-7yZk7Ydcx6u4HIqWXbMvqkGKwnObsGCRz82ZZbK10BD9aCM9yaM14EuQuPU6uDaGRS5DjLJrlGu4FfIKQJjCd9d3mXXUI-RP7BVYw3ypTcu72lMa_-GScVirWqpKUOEQi90T_jOBkkt2MUGQuvg0SCT53CnFqUtBQnjQqhNwWBKVlKOGWSZYreSNzxb4zWdGpmbZSfRRG5shxvpscR8UYu6JSWxorqKZj0kHaghltMYmQHSes7SRrQasn-63mq2CSrfh3_42rzf3DtL-qC3pnSg24UN2Y2bTV7kPqqFrApY-t1cvNry8vyQREXynrwCgxUXTRTKVzYCYhwuaoIIA_KJSuk_R-hZdjt5sYIG18CUMbzvHZrRDajFjd7mn9-JbvZjEORnjE2FhS_Zi_-3ELMgGOtZTol0nYeVwrkSberJ9gpHLqi7uBCJlH9pq2nTKea3D_a_LI=&p=1&fvj=1&vjs=3;['agile', 'scrum']
2;Chef de projet/Product Owner Data (F/H);;Novencia;Paris (75);PostedAujourd'hui;5,0;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ax-dZTyZPaeY82JYaWj1VgA3mPZgyi9qBRxfGBjY9acZQsLiaoTiQXd_SfMOL4Yv-4Sn_NIhUy8SKYhCOH2k3gKrLVy2gT3jzdrF9FdGztjRQkDvvK6X2RJreyzc40yuuTBv_c3ti59_z3dEyo3hX0TCvI6pvHa3Mm1XFWoryxWmoek7jdJTuABIWUsFL9CcBh5CB5ZJU1F6Xnxrn4sgYE8zcMdb0JVu35iznXFvry_qOAyjTdfE8k10-p8JNfGenvwEtaUng5EDYKY-aQC7HHtG0puSVUWS80CZRtPZT30FUHDvlRQIaNggBqd2bMZQGd5lTBit7iPHfSB77pqh5QINcrEWxA-KeDbV1k9w5gnwwUyJ2gY65J4Px54xXsoJtLDLRcmubjbP8vYfT09Jwx-zR8u6Weuz8uc7x9OJ4pXao9qUHgQ2kx7GJKcpZuYMSU6Y7masITqreyAJA5fbPaw1QUi63x17b07O70UWjQfdapwJtOGgrKO1ZdGsUFtYV_hZ7H8Fz2ApKYBf_DQvdX&p=2&fvj=0&vjs=3;['agile']
3;Product Owner H/F;45 000 € par an;Groupe Batiweb - Batiweb group;Télétravail in Montigny-le-Bretonneux (78);Postedil y a 8 jours;3,0;https://fr.indeed.com/company/BATIWEB.COM/jobs/Product-Owner-9d5ffe103ab39d7b?fccid=534641cdcf93dd1e&vjs=3;['agile', 'kanban', 'scrum']
4;Analyste métier / Product Owner H/F;;EDF;Colombes (92);Postedil y a 8 jours;3,9;https://fr.indeed.com/rc/clk?jk=1459143ae170042a&fccid=0103fd28b454bd4a&vjs=3;['agile']
5;Product Owner (DSPTN) H/F;;EDF;Montrouge (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=1f93c594332adaf6&fccid=0103fd28b454bd4a&vjs=3;[]
6;Product Owner Ulys – Recharge Electrique F/H;;VINCI Autoroutes;Nanterre (92);Postedil y a 25 jours;3,6;https://fr.indeed.com/rc/clk?jk=fddca26423e02c55&fccid=a972474a86779d5e&vjs=3;['agile']
7;Product Owner Data-(H/F);;ALD Automotive;Télétravail in Rueil-Malmaison (92);PostedAujourd'hui;3,9;https://fr.indeed.com/rc/clk?jk=bc81a9003bbad4d7&fccid=df6948c9b8da6236&vjs=3;['power bi', 'agile', 'modélisation', 'anglais', 'kanban', 'scrum', 'data factory', 'data visualisation']
8;Product Owner H/F;45 000 € par an;DIRECTSKILLS;Télétravail in 75008 Paris 8e;Postedil y a 11 jours;;https://fr.indeed.com/company/DIRECTSKILLS/jobs/Product-Owner-7ba23a3d7b3e5204?fccid=aeef011495c9035c&vjs=3;[' r ', 'sql', 'agile', 'anglais', 'nifi']
9;Product Owner H/F;40 000 € - 60 000 € par an;TELYS;Télétravail in 75009 Paris 9e;Postedil y a 9 jours;;https://fr.indeed.com/company/TELYS/jobs/Product-Owner-45710f4f0be6efaa?fccid=652e1c50615dc13b&vjs=3;['sql', 'jira', 'agile', 'confluence', 'kanban', 'scrum', 'nifi', 'uml']
