;title;wage;companyname;location;date;companynote;joblink;jobskills
0;CONSULTANT BI H/F;;gfi;Orléans (45);PostedAujourd'hui;3,0;https://fr.indeed.com/rc/clk?jk=c15532dbb7497c96&fccid=e463fc7104734a53&vjs=3;['talend', 'power bi', 'azure', 'sql', 'oracle', 'agile', 'modélisation', 'ssrs', 'ssas', ' ann', ' sql']
1;DATA ENGINEER - SUPPORT DÉVELOPPEMENT F/H;;EURO-INFORMATION DEVELOPPEMENTS;Nantes (44);Postedil y a 5 jours;4,0;https://fr.indeed.com/rc/clk?jk=ebf2c9493af022f2&fccid=fbffd7f3deecaf9e&vjs=3;['java', 'modélisation', ' c# ', 'data factory']
2;DATA ENGINEER H/F;;gfi;Nantes (44)+ 1 lieu;PostedAujourd'hui;3,0;https://fr.indeed.com/rc/clk?jk=06a1ede72c0bb7e1&fccid=e463fc7104734a53&vjs=3;['qlik', 'talend', 'sql', 'datawarehouse', 'oracle', 'qliksense', 'agile', 'modélisation', 'postgresql', ' sql']
3;Business Intelligence Engineer F/H;;Voyage Privé;Aix-en-Provence (13);Postedil y a 1 jour;3,4;https://fr.indeed.com/company/Voyage-Priv%C3%A9/jobs/Business-Intelligence-Engineer-F-H-ddde1f9cd40d3257?fccid=37029f0f039fb727&vjs=3;['github', 'gitlab', 'tableau', 'docker', ' r ', 'python', 'spark', 'sql', 'bigquery', 'apache', 'scala', 'elasticsearch', 'dataiku', 'yarn', ' ann', ' sql']
4;Développeur Talend H/F;35 000 € - 40 000 € par an;ACII;Orléans (45);PostedAujourd'hui;;https://fr.indeed.com/company/Acii/jobs/D%C3%A9veloppeur-Talend-34b2db70f15083fe?fccid=afaabd11e62c2391&vjs=3;['talend', ' odi ', 'sql', 'oracle', ' sql']
5;Consultant BI (F/H);;Novencia;Lyon (69);Postedil y a 4 jours;5,0;https://fr.indeed.com/rc/clk?jk=2b3cd2ac15a02606&fccid=7cce756ee5dd33e7&vjs=3;['tableau', 'tableaux de bord']
6;DATA Analyst F/H;;DELFINGEN;25340 Clerval;Postedil y a 6 jours;3,4;https://fr.indeed.com/rc/clk?jk=31a2ed75cae8b901&fccid=fdef6c02153a69ff&vjs=3;['qlik', 'java', 'tableau', 'python', 'sql', 'datawarehouse', ' ann', ' sql']
7;Consultant BI H/F Clermont Ferrand;;Capgemini;Clermont-Ferrand (63);Postedil y a 1 jour;3,8;https://fr.indeed.com/rc/clk?jk=7b2bdb9ca84d90ac&fccid=105ecfd0283f415f&vjs=3;['datastage', 'talend', 'sql', 'microstrategy', 'oracle', 'anglais', 'ssrs', ' ssis', 'ssas', ' sql']
8;Responsable d’applications Business Intelligence;;OCP;93400 Saint-Ouen;PostedPubliée à l'instant;4,0;https://fr.indeed.com/rc/clk?jk=c7f7831f545352b7&fccid=f4ce265923861f4c&vjs=3;['datastage', 'power bi', 'sql', 'snowflake', 'oracle', 'anglais', 'linux', 'business object', ' sql']
9;Analyste BI F/H;;Jaguar Network;Marseille 1er (13);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=18b894ad8ed6ae37&fccid=f4bae5057af00c6e&vjs=3;['talend', 'tableau', 'powerbi', 'sql', 'datawarehouse', 'modélisation', 'tableaux de bord', 'postgresql', ' sql']
10;DATA ARCHITECT H/F;;gfi;Orléans (45);PostedAujourd'hui;3,0;https://fr.indeed.com/rc/clk?jk=04eb44777b8841c6&fccid=e463fc7104734a53&vjs=3;['agile', 'nifi', 'uml']
11;Consultant talend ESB/ETL F/H;;SMILE;Hybrid remote in 92600 Asnières-sur-Seine;Postedil y a 6 jours;3,7;https://fr.indeed.com/rc/clk?jk=3b37169b59bb7697&fccid=d2ee89df4e29fb0c&vjs=3;['talend', 'java', 'sql', 'oracle', 'agile', 'apache', 'mysql']
12;Data Analyst H/F;;CELAD;Lille (59);PostedAujourd'hui;;https://fr.indeed.com/rc/clk?cmp=Client-dans-l%27industrie-%2F-IT&ti=Data+Analyst&jk=2289790b2651d484&fccid=9b9fad1565aa9da3&vjs=3;['azure', 'python', 'spark', 'hive', 'gcp', 'hadoop', 'oracle', 'agile', 'cloudera', 'anglais', 'hdfs']
13;Développeur Python en ALTERNANCE (H/F);;OCI Informatique;51100 Reims;PostedPubliée à l'instant;3,1;https://fr.indeed.com/rc/clk?jk=16fb67024b2b5ce9&fccid=e3d78c5ec2c42db2&vjs=3;['python', 'linux']
14;Analyste développeur SQL H/F;;Septeo;Montpellier (34);PostedAujourd'hui;3,8;https://fr.indeed.com/rc/clk?jk=6d4bcb09e6a219a1&fccid=c7775273791f52e5&vjs=3;['sql', 'oracle', 'agile', 'scrum', ' ssis', ' sql']
