;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Développeur Python - (F/H);;OCI Informatique;69008 Lyon 8e;PostedPubliée à l'instant;3,1;https://fr.indeed.com/rc/clk?jk=6ba5b9cf78d760d9&fccid=e3d78c5ec2c42db2&vjs=3;['python', 'sql', 'postgresql', 'linux', ' sql']
1;Consultant SAP / ETL F/H;;AK RECRUTEMENT;Hybrid remote in Lyon 3e (69);Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=fc0d0eb0009b1bb5&fccid=482b1d63c68dcc09&vjs=3;['talend', 'sql', ' bo ', 'oracle', 'modélisation', 'sap bo', ' ann']
2;Ingénieur(e) décisionnel;;Recruteo;Lyon 3e (69);Postedil y a 2 jours;;https://fr.indeed.com/company/Recruteo/jobs/Ing%C3%A9nieur-D%C3%A9cisionnel-dc5b780580c98fe7?fccid=c99a3909a5115d01&vjs=3;['talend', 'gitlab', 'sql', 'datawarehouse', 'oracle', 'modélisation', 'postgresql', 'linux', ' sql']
3;Développeur ETL;35 000 € par an;Recruteo;Lyon 3e (69);Postedil y a 2 jours;;https://fr.indeed.com/company/Recruteo/jobs/D%C3%A9veloppeur-ETL-a1095c86de6406af?fccid=c99a3909a5115d01&vjs=3;['java', 'jenkins', 'sql', 'anglais', 'postgresql', ' sql']
4;Responsable DATA-BI H/F;;effektiv;Lyon (69);Postedil y a 4 jours;4,7;https://fr.indeed.com/rc/clk?jk=754c3175a1a0d44d&fccid=85df7c0b1362ee62&vjs=3;['jenkins', 'sql', 'anglais', 'postgresql', 'nifi']
5;CONSULTANT(E) DATA ANALYTICS - H/F;;Talan;Lyon (69);Postedil y a 4 jours;3,0;https://fr.indeed.com/rc/clk?jk=0d365518d209b727&fccid=9b33f1f43112d3cb&vjs=3;['qlik', 'talend', 'tableau', 'power bi', 'aws', 'azure', 'kafka', 'spark', 'gcp', 'hadoop', 'redshift', 'snowflake', 'glue', 'qliksense', 'kanban', 'scrum', 'scala', 'intégration continue', 'data factory', ' ann']
6;Data engineer F/H;;Yasmine Khirallah;Lyon 2e (69);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=79e2d42f932df8c1&fccid=a6c175a33f832d51&vjs=3;['java', 'aws', 'python', 'data lake', 'gcp', 'agile', 'scala', ' sas ', 'linux', 'machine learning', 'data lake', 'hdfs', ' ann']
7;Consultant Business Intelligence F/H;;NODYA GROUP;Lyon 3e (69);Postedil y a 5 jours;;https://fr.indeed.com/rc/clk?jk=88bc0500b269f5a9&fccid=a83acc0245128498&vjs=3;['talend', 'tableau', 'sql', 'modélisation', 'nifi', ' sql']
8;Développeur .net F/H;;KEYTEO;Lyon 2e (69);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=fe0451913b6aa263&fccid=1c8fa7a02e9540fa&vjs=3;['sql', 'oracle', 'scrum', ' c# ', ' sql']
9;Data Scientist - Formateur FME F/H;;VEREMES;Hybrid remote in Lyon 3e (69);Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=90db34318f07fe99&fccid=0fd50258fdca0553&vjs=3;['java', 'python', 'sql', 'oracle', 'anglais', 'postgresql', 'cartographie']
10;Data Scientist (H/F) / Freelance;450 € par jour;Link Consulting;Lyon (69);Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=a60ccd62aedbec06&fccid=fbb8bc3d91c99da8&vjs=3;['powerbi', 'azure', 'docker', 'python', 'spark', 'sql', 'ci/cd', 'hadoop', 'bigquery', 'jira', 'modélisation', 'mysql', 'elasticsearch', 'google analytics', ' sql', 'google analytics']
11;Développeur Java Backend Senior F/H;;ADAYA CONSULTING;Lyon 1er (69);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=b569c1aaf2bacf4c&fccid=56772cf1b4e1f535&vjs=3;['java', 'jenkins', 'kafka', 'ansible', 'spark', 'sql', 'hadoop', 'oracle', 'postgresql', 'mysql', ' ann']
12;Ingénieur DATA senior TALEND F/H;;Orange Business Services;Lyon (69);Postedil y a 1 jour;4,0;https://fr.indeed.com/rc/clk?jk=a2fc7445de24cd1c&fccid=24d2bacb9e5b24ee&vjs=3;['datastage', 'talend', 'java', 'aws', 'azure', 'kafka', 'python', 'spark', 'sql', 'hadoop', 'agile', 'anglais', 'scala', ' ssis', 'nifi']
13;Ingénieur Data (H/F) / Freelance;450 € par jour;Link Consulting;Lyon (69);Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=db8c533dbc7469f2&fccid=fbb8bc3d91c99da8&vjs=3;['powerbi', 'azure', 'docker', 'python', 'spark', 'sql', 'gcp', 'ci/cd', 'hadoop', 'bigquery', 'jira', 'agile', 'modélisation', 'mysql', 'elasticsearch', 'google analytics', ' sql', 'google analytics']
14;Ingénieur Cloud;50 000 € - 60 000 € par an;Adsearch;Hybrid remote in Lyon (69);Postedil y a 4 jours;4,2;https://fr.indeed.com/rc/clk?jk=e0fe7d22f86c15ee&fccid=3542b66218432e78&vjs=3;['aws', 'ci/cd']
