;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Développeur BI (ODI) F/H;;ADAYA CONSULTING;Paris 3e (75);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=e740868234cfb608&fccid=56772cf1b4e1f535&vjs=3;[' odi ', 'sql', 'oracle', 'ssrs', ' ann', ' sql']
1;Senior Front-end developer (H/F);;Shippeo;75010 Paris 10e;PostedPubliée à l'instant;;https://fr.indeed.com/rc/clk?jk=412f6cf9ea2db19c&fccid=249eab8486c49b53&vjs=3;['talend', 'java', 'github', 'tableau', 'docker', 'python', 'sql', 'airflow', 'api rest', 'agile', 'grafana', 'mysql', ' php ', 'nifi']
2;Analyste BI;;Jaguar Network;13016 Marseille;Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=cf7dc1f960b7a741&fccid=f4bae5057af00c6e&vjs=3;['talend', 'tableau', 'powerbi', 'sql', 'datawarehouse', 'modélisation', 'tableaux de bord', 'postgresql', ' sql']
3;Consultant BI - Talend F/H;;ADAYA CONSULTING;Serris (77);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=6cc5dfb0ad090223&fccid=56772cf1b4e1f535&vjs=3;['qlik', 'talend', 'tableau', 'power bi', 'sql', 'microstrategy', 'bigquery', 'redshift', 'snowflake', 'datawarehouse', ' ann', ' sql']
4;Data Manager H/F;45 000 € - 60 000 € par an;INFORMATIS;75007 Paris 7e;Postedil y a 5 jours;;https://fr.indeed.com/company/INFORMATIS/jobs/Data-Manager-d8672719cb666ad7?fccid=a663313ca9b6a60c&vjs=3;['java', 'tableau', 'sql', 'anglais', 'tableaux de bord', ' sql']
5;Consultant Informatica Master Data Management (F/H);;Micropole;92300 Levallois-Perret;Postedil y a 5 jours;3,3;https://fr.indeed.com/rc/clk?jk=ee4d7f83ce02e59d&fccid=14835f3a1d6bbbcb&vjs=3;['aws']
6;Développeur Informatica H/F;;Apside;75001 Paris 1er;Postedil y a 6 jours;3,8;https://fr.indeed.com/rc/clk?jk=e010e61ccb808b1f&fccid=c4b1242d6123e12e&vjs=3;['nifi']
7;Analyste - Concepteur Data H/F;;PEDRETTI;73290 La Motte-Servolex;Postedil y a 6 jours;2,7;https://fr.indeed.com/rc/clk?jk=8cda4ded2e522439&fccid=45bf7720694f2d33&vjs=3;['sql', 'datawarehouse', 'modélisation', 'sap bo', ' sql']
8;DATA ENGINEER H/F;;gfi;Nantes (44)+ 1 lieu;PostedAujourd'hui;3,0;https://fr.indeed.com/rc/clk?jk=06a1ede72c0bb7e1&fccid=e463fc7104734a53&vjs=3;['qlik', 'talend', 'sql', 'datawarehouse', 'oracle', 'qliksense', 'agile', 'modélisation', 'postgresql', ' sql']
9;Consultant SAP / ETL F/H;;AK RECRUTEMENT;Hybrid remote in Lyon 3e (69);Postedil y a 4 jours;;https://fr.indeed.com/rc/clk?jk=fc0d0eb0009b1bb5&fccid=482b1d63c68dcc09&vjs=3;['talend', 'sql', ' bo ', 'oracle', 'modélisation', 'sap bo', ' ann']
10;Apprenti(e) expert Business Intelligence sur SAP Business Wa...;;Bouygues Construction IT;78280 Guyancourt;Postedil y a 1 jour;3,8;https://fr.indeed.com/rc/clk?jk=05894798102994d5&fccid=b374d2575a883050&vjs=3;['power bi', 'modélisation', 'business object', 'nifi']
11;Consultant Business Intelligence F/H;;Solutec;31400 Toulouse;Postedil y a 6 jours;3,6;https://fr.indeed.com/rc/clk?jk=92dbbd64277cedd0&fccid=bed1497e018a5894&vjs=3;['qlik', 'talend', 'sql', 'microstrategy', 'datawarehouse', 'oracle', 'qliksense', 'modélisation', 'postgresql', 'ssrs', 'ssas', ' sql']
12;DATA MANAGER F/H;;INFORMATIS T.S.;Paris 7e (75);Postedil y a 5 jours;;https://fr.indeed.com/rc/clk?jk=2d5268e75302c123&fccid=dd1a65ef01beccb2&vjs=3;['java', 'anglais', ' ann']
13;Data Analyst H/F;;CELAD;Lille (59);PostedAujourd'hui;;https://fr.indeed.com/rc/clk?cmp=Client-dans-l%27industrie-%2F-IT&ti=Data+Analyst&jk=2289790b2651d484&fccid=9b9fad1565aa9da3&vjs=3;['azure', 'python', 'spark', 'hive', 'gcp', 'hadoop', 'oracle', 'agile', 'cloudera', 'anglais', 'hdfs']
14;Ingénieur Data F/H;;Aizen Consulting;Puteaux (92);Postedil y a 1 jour;;https://fr.indeed.com/rc/clk?jk=5a63d11ffee700b1&fccid=52f05f30eb16e157&vjs=3;['aws', 'kafka', 'spark']
