;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Analyst F/H;40 000 € - 55 000 € par an;Kent FR;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=42c0968966e561cd&fccid=09ecd99529732200&vjs=3;['azure', 'python', 'spark', 'machine learning', 'nifi']
1;Data Analyst H/F;36 000 € - 45 000 € par an;SHAPE IT;Paris (75);Postedil y a 4 jours;;https://fr.indeed.com/company/SHAPE-IT/jobs/Data-Analyst-703cdef8d6197548?fccid=36fc1c12706d58bc&vjs=3;['talend', 'tableau', 'powerbi', 'power bi', 'python', 'sql', 'modélisation', 'tableaux de bord', 'ssrs']
2;Data Scientists Secteur Télécom;;MINT Conseil;Issy-les-Moulineaux (92);Postedil y a 29 jours;;https://fr.indeed.com/rc/clk?jk=c79c2e8850054e62&fccid=3325fc9b13c4a146&vjs=3;['python', 'hadoop', 'agile', 'anglais', 'scrum']
3;Data Analyst - AXA Climate (F/M) - PARIS;;AXA;Paris (75);Postedil y a 10 jours;3,9;https://fr.indeed.com/rc/clk?jk=b697a30100415290&fccid=e4146564811f8846&vjs=3;['tableau', 'python']
4;Data engineer - business centric;;Heetch;Paris (75);Postedil y a 30+ jours;4,1;https://fr.indeed.com/company/Heetch/jobs/Data-Engineer-e4fc950098084fcf?fccid=3c410f6149f5b160&vjs=3;['python', 'sql', 'airflow', 'redshift', ' sas ', 'looker', 'dataiku']
5;DATA Scientist F/H;;BPCE SEF;Paris (75);Postedil y a 30+ jours;3,3;https://fr.indeed.com/rc/clk?jk=18dc346d9020649d&fccid=68928fde239d7c6b&vjs=3;['tableau', 'python', 'sql', 'tableaux de bord', 'dataiku']
6;DATA SCIENTIST;;Aquila Consulting;Courbevoie (92);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=aef0c7f6f7c3744e&fccid=5b684c1ade1de442&vjs=3;['python', 'modélisation']
7;Data Engineer F/H;;Voyage Privé;Aix-en-Provence (13);Postedil y a 24 jours;3,4;https://fr.indeed.com/company/Voyage-Priv%C3%A9/jobs/Data-Engineer-F-H-3873a17d8249c315?fccid=37029f0f039fb727&vjs=3;['github', 'gitlab', 'tableau', 'docker', 'python', 'spark', 'sql', 'airflow', 'ci/cd', 'hadoop', 'bigquery', 'apache', 'scala', 'elasticsearch', 'machine learning', 'dataiku', 'yarn']
8;Data Scientist - France;;Dataiku;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=c0c2f9480964d217&fccid=4640437a3109c91f&vjs=3;['java', ' r ', 'python', 'spark', 'sql', 'pyspark', 'scala', 'machine learning', 'dataiku']
9;Consultant junior Data & Analytics - Neuilly (H/F);;Grant Thornton;92200 Neuilly-sur-Seine;Postedil y a 30+ jours;3,7;https://fr.indeed.com/rc/clk?jk=10791e5d19037442&fccid=7ac82fceed64aa81&vjs=3;['power bi', 'python', 'sql', 'anglais', 'cartographie', 'big query', 'data visualisation']
10;Consultant data analytics expérimenté(e) F/H;;MOUTON ROUGE;Paris 1er (75);Postedil y a 2 jours;;https://fr.indeed.com/rc/clk?jk=c4a5402d125416da&fccid=c7feec0730be0a76&vjs=3;['tableau', 'snowflake', 'agile', 'anglais', 'alteryx', 'data visualisation']
11;DATA SCIENTIST FINANCE H/F;;BNP Paribas;Rueil-Malmaison (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=47a567275c08b92b&fccid=1392500f835bba92&vjs=3;[]
12;Data Scientist H/F;;Galeries Lafayette;75009 Paris;Postedil y a 28 jours;3,9;https://fr.indeed.com/rc/clk?jk=13487e8615df2853&fccid=2aff3b9b59054db9&vjs=3;['python', 'spark', 'bigquery', 'agile', 'kanban', 'scrum', 'machine learning', 'datalake']
13;Chef de projet Support & Data;36 000 € - 45 000 € par an;Temenis;Courbevoie (92);Postedil y a 1 jour;;https://fr.indeed.com/company/Temenis/jobs/Chef-Projet-Support-Data-fbeea57d3c703358?fccid=3756f746d5472b7e&vjs=3;['tableau', 'sql', 'itil']
14;Data Engineer (Spanish Speaking);;Shift Technology;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/company/Shift-Technology/jobs/Data-Engineer-123ee3cade804cee?fccid=5faaa74d4dc34708&vjs=3;['sql', ' c# ', 'elasticsearch']
