;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Scientist;;Nova Consulting;Paris 4e (75);Postedil y a 17 jours;;https://fr.indeed.com/rc/clk?jk=b32fd3514e56b221&fccid=497b512f3d951c20&vjs=3;['sql', 'agile', 'modélisation', ' ann', ' sql']
1;DATA ANALYST H/F;;Ipsos;Paris (75);Postedil y a 8 jours;3,8;https://fr.indeed.com/rc/clk?jk=ba17e367e9629415&fccid=d73294b71d7f0354&vjs=3;['tableau', 'power bi', 'python', ' excel ', 'tableaux de bord', 'vba', 'data visualisation', 'nifi', 'spss']
2;Data Analyste;;Le Groupe La Poste;Ivry-sur-Seine (94);Postedil y a 4 jours;3,7;https://fr.indeed.com/rc/clk?jk=c6bf6d55620acaae&fccid=603bc4f64b36c014&vjs=3;['talend', 'java', 'tableau', 'power bi', 'python', 'sql', 'snowflake', 'modélisation', 'anglais', 'tableaux de bord', 'scala']
3;[FR] BI and Data Analyst;;Global Internal Job Board;Paris (75);Postedil y a 19 jours;;https://fr.indeed.com/rc/clk?jk=9fde4ce4f77f5682&fccid=143ffc81dbefacbd&vjs=3;['tableau', 'python', 'sql', 'anglais', 'nifi', ' sql']
4;Data Quality Officer;;BMW;Montigny-le-Bretonneux (78);Postedil y a 18 jours;3,9;https://fr.indeed.com/rc/clk?jk=4b16ba0b6efebdd3&fccid=bf564b9e3f3db3fc&vjs=3;['sql', 'modélisation', ' sql']
5;Sr. Litigation Data Analyst;;KLDiscovery;Télétravail;Postedil y a 16 jours;;https://fr.indeed.com/company/KLDiscovery/jobs/Sr-Litigation-Data-Analyst-25f7f8d9c57c93e2?fccid=d455b737dea6e4d9&vjs=3;[' excel ']
6;Data Scientist F/H;;CAMILLE FOURNET;75008 Paris 8e;Postedil y a 11 jours;2,5;https://fr.indeed.com/company/CAMILLE-FOURNET/jobs/Data-Scientist-F-H-a7e41418d690dc0d?fccid=e16c46fb8ac280dd&vjs=3;[' excel ', 'nifi']
7;Data Scientist H/F;2 352 € - 4 577 € par mois;FOOTOVISION;Hybrid remote in 75002 Paris 2e;Postedil y a 30 jours;;https://fr.indeed.com/company/FOOTOVISION/jobs/Data-Scientist-bd95f9163f345f72?fccid=bc83b5be214a61e1&vjs=3;['java', 'anglais', ' ann']
8;Data Scientist H/F à Paris;35 000 € par an;Aqsone;92800 Puteaux;Postedil y a 1 jour;;https://fr.indeed.com/company/Aqsone/jobs/Data-Scientist-Paris-0e2e4427f086dc47?fccid=ccfa523a67d346b7&vjs=3;['qlik', 'github', 'aws', 'azure', 'python', 'spark', 'sql', 'gcp', 'pyspark', 'qliksense', 'agile', 'anglais', 'machine learning', 'tensorflow', 'pandas', ' sql']
9;Spatial Data Analyst F/H;;esri France;Meudon (92);Postedil y a 30+ jours;3,8;https://fr.indeed.com/rc/clk?jk=8a15b040020c829d&fccid=bebf9775d7d3bca8&vjs=3;[]
10;Data Manager;;Le Groupe La Poste;Paris (75);Postedil y a 30+ jours;3,7;https://fr.indeed.com/rc/clk?jk=686a374bf1dc6170&fccid=603bc4f64b36c014&vjs=3;[]
11;Chargé d'études et de statistiques - Data scientist F/H;40 563 € - 64 394 € par an;CNAF;Télétravail temporaire in 75014 Paris 14e+ 1 lieu;Postedil y a 4 jours;;https://fr.indeed.com/company/CNAF/jobs/Charg%C3%A9-%C3%89tudes-Statistiques-7a8f576eb00c06a6?fccid=8c92489b6140f16f&vjs=3;[' r ', 'python', 'modélisation', ' sas ']
12;DATA SCIENTIST F/H;;KPMG;Courbevoie (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=68e898f2381037b7&fccid=2dd390c3a48a7ed0&vjs=3;['power bi', 'anglais', 'salesforce', 'google analytics', 'data visualisation', ' ann', 'google analytics']
13;GESTIONNAIRE BASE DE DONNÉES H/F;;BNP Paribas;Boulogne-Billancourt (92);Postedil y a 10 jours;3,9;https://fr.indeed.com/rc/clk?jk=df89354844dfcea2&fccid=1392500f835bba92&vjs=3;['data visualisation']
14;Data Analyst;;L'Oreal;Clichy (92);Postedil y a 26 jours;4,1;https://fr.indeed.com/rc/clk?jk=b504f3e42a93816f&fccid=ec8a0bd60be9a6f5&vjs=3;[' excel ', 'adobe campaign']
