;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Engineer Sénior (H/F);;24S.com;Paris (75);Postedil y a 9 jours;;https://fr.indeed.com/rc/clk?jk=a28931782e95d5cd&fccid=c323b0cf9aaa272e&vjs=3;['github', 'python', 'sql', 'airflow', 'bigquery', 'scala', 'gdpr', ' sql']
1;​​ Machine Learning Engineer(s)- Intelligent Algorithms Expe...;;MOTION-ISE;Paris (75);Postedil y a 9 jours;;https://fr.indeed.com/rc/clk?jk=2422b3786c1de9b2&fccid=4d69e94524aff586&vjs=3;['aws', 'azure', 'docker', ' r ', 'python', 'spark', 'hive', 'linux', 'machine learning', 'tensorflow', ' spacy']
2;Data Analyst / Engineer;;Shift Technology;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/company/Shift-Technology/jobs/Data-Analyst-ca392a5ee61e12bd?fccid=5faaa74d4dc34708&vjs=3;['sql']
3;Developpeur BigData / Data Engineer H/F;38 000 € - 45 000 € par an;W.G. CONSULTING;Asnières-sur-Seine (92);Postedil y a 12 jours;;https://fr.indeed.com/company/W.G.-CONSULTING/jobs/Developpeur-Bigdata-0aa10a46583c6398?fccid=5ad2d7e15f4dd937&vjs=3;['java', 'docker', 'spark', 'hortonworks', 'sql', 'cloudera', 'postgresql', 'datalake', 'yarn']
4;Data Engineer H/F;;Data Impact;Paris (75);Postedil y a 10 jours;;https://fr.indeed.com/rc/clk?jk=3efaf089c85f5de0&fccid=c309915f40affd15&vjs=3;['docker', 'python', 'sql', 'agile', 'mysql', 'mongodb', 'pytest', 'mongo', 'nifi', 'pandas', ' sql']
5;Data Engineer F/H;;AOSIS;Télétravail;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=dc7f0cbcb7944645&fccid=a7196f8fad812445&vjs=3;['python', 'spark', 'hive', 'hadoop', 'agile']
6;Data Engineer F/H;;Matmut;76100 Rouen;Postedil y a 30+ jours;3,1;https://fr.indeed.com/rc/clk?jk=7ba3290089bc81f6&fccid=f7823786d2183904&vjs=3;['sql', 'agile', ' sql']
7;CONSULTANT DATA ENGINEER H-F;;SQORUS;Paris (75);Postedil y a 11 jours;;https://fr.indeed.com/rc/clk?jk=ebb724882b4e605a&fccid=a49ea89af34b48d7&vjs=3;['azure', 'python', 'spark', 'databricks', 'hadoop', 'cloudera', 'modélisation', 'anglais', 'scala', ' ann', 'gestion des flux']
8;Mechanical Engineer;;Schlumberger;Clamart (92);Postedil y a 10 jours;4,0;https://fr.indeed.com/rc/clk?jk=b431ea77b45c570a&fccid=1a6c05c38b3b5549&vjs=3;[]
9;Senior Data Engineer (H/F) – CDI;;HILTI;Paris (75);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=7db1aa600fe5b0c2&fccid=9a992a33fec815f4&vjs=3;['aws', 'sql', 'hadoop', 'redshift', 'db2', 'modélisation', 'anglais', ' sql']
10;Data Engineer;;Storelift;75011 Paris 11e;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=c2e30202eb79e85d&fccid=14669cf5823061eb&vjs=3;['sql', 'scala', ' sql']
11;Data Engineer Cloud Data H/F;;CGI Inc;Paris (75)+ 2 lieux;Postedil y a 30+ jours;3,6;https://fr.indeed.com/rc/clk?jk=d12baa1eb33cfc0c&fccid=43a69183767d4301&vjs=3;['ci/cd', 'agile']
12;Consultant Digital & Data H/F;;CGI Inc;Paris (75);Postedil y a 30+ jours;3,6;https://fr.indeed.com/rc/clk?jk=587a9c43bc4d3f21&fccid=43a69183767d4301&vjs=3;['talend', 'aws', 'azure', 'ci/cd', 'agile', 'scrum']
13;Financial Data Engineer;;Capital Management Fund;Paris (75);Postedil y a 26 jours;;https://fr.indeed.com/rc/clk?jk=ff8ed7066f3b9eda&fccid=95e5a728d7b6979a&vjs=3;['python', 'spark', 'sql', 'numpy', 'pandas']
14;Deep-Learning Engineer (R&D and Benchmarks);;Konekt;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=3c17d17df17d31c1&fccid=935c7a0afc5691c7&vjs=3;['docker', 'python', 'machine learning', 'tensorflow']
