;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Analyst;;L'Oreal;Clichy (92);Postedil y a 26 jours;4,1;https://fr.indeed.com/rc/clk?jk=b504f3e42a93816f&fccid=ec8a0bd60be9a6f5&vjs=3;[' excel ', 'adobe campaign']
1;Data Analyst H/F - Rueil Malmaison (92);;Danone;Rueil-Malmaison (92);Postedil y a 15 jours;4,2;https://fr.indeed.com/rc/clk?jk=61cbcbf258e5fdbc&fccid=1d449a8e14af7cf3&vjs=3;['tableau', 'power bi', 'sql', 'agile', 'anglais', 'machine learning']
2;Data Engineer (H/F);;Le bon marché;Paris (75);Postedil y a 6 jours;4,3;https://fr.indeed.com/rc/clk?jk=59e9558f40916088&fccid=f56bb661335f25f6&vjs=3;['github', 'python', 'sql', 'airflow', 'bigquery', 'scala', 'gdpr', ' sql']
3;Data Scientist H/F;;Enedis;Lyon (69);Postedil y a 2 jours;4,1;https://fr.indeed.com/rc/clk?jk=5ae8a9e71639baab&fccid=405a63022446a384&vjs=3;['python', 'sql', 'machine learning']
4;DATA ANALYST F/H;;Docaposte;Ivry-sur-Seine (94);Postedil y a 4 jours;3,4;https://fr.indeed.com/rc/clk?jk=65fa91bca7ec504d&fccid=9f9cb7f916010480&vjs=3;['talend', 'java', 'tableau', 'power bi', 'python', 'sql', 'snowflake', 'modélisation', 'anglais', 'tableaux de bord', 'scala']
5;Data Analyste de données BTP H/F;;Roger Martin;Dijon (21);Postedil y a 8 jours;3,3;https://fr.indeed.com/rc/clk?jk=fd97ea6559a7298e&fccid=e3ff72a6ad0d45a9&vjs=3;[]
6;Data Scientist H/F;42 000 € - 54 000 € par an;K-ciopé;Télétravail temporaire in 75009 Paris 9e;Postedil y a 30+ jours;;https://fr.indeed.com/company/K--ciop%C3%A9/jobs/Data-Scientist-a57365246517ad9b?fccid=fb313505015bb028&vjs=3;['tableau', 'python', 'airflow', 'agile', 'apache', 'django', 'pytest', 'pandas']
7;Global Data Analyst;;Havas Group;Puteaux (92);Postedil y a 24 jours;3,9;https://fr.indeed.com/rc/clk?jk=a1917d15cad9a709&fccid=3d7752bc0721fcaa&vjs=3;['power bi', 'python']
8;Data Analyst;;Voodoo;Paris (75);Postedil y a 9 jours;;https://fr.indeed.com/rc/clk?jk=ff9d9828757a6941&fccid=8ef7e881dac94697&vjs=3;['tableau', ' r ', 'python', 'sql', ' sql']
9;Data Scientist (F ou H);;SNCF;Saint-Denis (93);Postedil y a 23 jours;3,9;https://fr.indeed.com/rc/clk?jk=409c87ae51be9f46&fccid=9213c254816f46e8&vjs=3;['jenkins', 'power bi', 'azure', 'ansible', 'python', 'spark', 'maven', 'sql', 'airflow', 'agile', 'modélisation', 'machine learning', 'tensorflow', 'pytorch', 'postgré sql', 'datalake', 'nifi', 'keras', ' sql']
10;DATA ANALYST MARKETING H/F;40 000 € - 46 000 € par an;ISOSKELE;92120 Montrouge;Postedil y a 24 jours;;https://fr.indeed.com/company/ISOSKELE/jobs/Data-Analyst-Marketing-c4048c15df0851bb?fccid=9051e55a4418288d&vjs=3;['python', ' sas ', 'nifi', ' ann']
11;Data Scientist (Expert V);;PPG Industries;Rueil-Malmaison (92);Postedil y a 30+ jours;3,4;https://fr.indeed.com/rc/clk?jk=ecdca480710bc426&fccid=d331f45cf2b412e1&vjs=3;[' r ', 'python', 'spark', 'hive', 'sql', 'hadoop', 'agile', 'machine learning', 'tensorflow', 'pytorch', 'matlab', 'keras', ' sql']
12;Data Manager H/F - CDI;;Groupe Muller;Paris (75);Postedil y a 1 jour;;https://fr.indeed.com/company/Groupe-MULLER/jobs/Data-Manager-611ae73831f1c423?fccid=9799fecf5f69fb02&vjs=3;['sql', 'cartographie', 'datalake', ' ann', ' sql']
13;Data Scientist Financial Services (H/F);;Carrefour;91300 Massy;Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=eff7e73062a1090d&fccid=669350d87ae4a4a6&vjs=3;[' r ', 'python', 'sql', 'cloudera', 'anglais', 'machine learning', 'data visualisation', ' sql']
14;Data Analyst;;Adevinta Group;Hybrid remote in Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=826c588c53324245&fccid=5aecff49966a6ffd&vjs=3;[]
