;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Scientist H/F;;APRIME;92200 Neuilly-sur-Seine;Postedil y a 3 jours;4,0;https://fr.indeed.com/company/AKEMA/jobs/Data-Scientist-c5d8871580f98373?fccid=feced84a03aef9e9&vjs=3;['python', 'sql', 'gcp', 'bigquery', 'agile', 'dataiku', ' sql']
1;Data Engineer Hadoop Cloudera / Freelance;400 € - 550 € par jour;NOESN;Nanterre (92);Postedil y a 30+ jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOan1X6IMiqIgbbWwOszPxrSkR04t-c7tWFmkH08nLt3lWo-5UYbQLTMbVyK468f4kc4Ok2QUYVFfCEoef97eJX6sn7FcDFH7WH8aUzBQMBfCIYpvW7ltzuCwR9B-g3TxMmklZ6d7JF2Tuw8Bj2MAqVY4Thu50Hqiwf_DANZzmsz4eexyEZYrMg4S4qI6HY6ThxcwJlA2yUv_c1e8kUkS7xE9zqF1Y5A561xf4OogsfPIAsa8NVMN0r1trx4a2Xe6qvQ5Yp3sSoyh7G3oahzqT8xp6w3W0db3YEbfbCyQvAh1Tx-MdwpvAdUxNG_1bkqIHYpAE9RGNL5nq4b36q9BjPH_q0-NMn0nbPg5J8275-MlME_p7WZpKWoi9bLFNTwzz8ST2Z4SHgc5TYX4afBPFh-GEzUt1WdlO3AEpz87TCsEUdbJsf_CILJAbuB4rceAl4wHqELBN2x-AFI5KXpLf-E_-adZRmFsF7M3WW68K5XPAotZbGazFgNgTZk3w0etDiGTNMpGfB67FhmU2ehW5c11eB9Miloevx_Mqyvk_AHZVnaPdYLYgbVHwAUHwoB6BuJgZNXYupwemIMJf0vSJLMy0G2ErbxneTQ==&p=1&fvj=0&vjs=3;[]
2;Master Data H/F;;ALDI;Villepinte (93);Postedil y a 9 jours;3,2;https://fr.indeed.com/rc/clk?jk=a4483ef59beb38c7&fccid=b8b7cb5f7561f45b&vjs=3;['terdata']
3;Expert Big DATA CDH/Hadoop (h/f) / Freelance;600 € par jour;LeHibou;Guyancourt (78);Postedil y a 30+ jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOan1X6IMiqIgbbWwOszPxrSmRkKCfl_1eKbCWlOCRzZO4AZYrJmskUqdzErvCWKl7jRLfBSM18ImE60fpNPNSF7HtGpPegFrZ9uP4zw5niu9ANK25LQOjEQGcHTW9K2g_l-_43Zt8oY5OJKbvojlPB7AfyfEclIVF3Zbjl0_grftI-ufTqcALl_OKVtnYQNoKXkBDqIha8lfxjsm7QXPxCk4HtDarmWaNng73dlFeHlIR-d00UTH_NJLtpltsWvz1Q0Rn6raGidGXTDVjeRy1ipR31WJXV5xO8LPDx2sAv1cn_Iq4RMIC70GcmMNOGzif8D3EC_1EBLqZGSqYf_JkNhCzwLxJCg9TxYqPew9tV0DcQ3NMPCDCP4kVmq7-J04X35nbqwOODNEwPw8JVQ8LpHlqW-mtBrBdH8t5v5i_4Wfh0OW7b3RGSh7cpvjBNnQnSvLcWCmamMNvfoGNmbNyiXgWsDKIYy6qp-Ad2WclyejnjSFxLy317vt35D57nYMUYZs9jWYsr3-Oojs9zjZ_q3LuUpPdqHEyWZMmkCfSSDJ9qx_XhlR-zJRubcmZx9hFB8iJdWJU1SABw-AjCjnupGxefLjpuTQ90w==&p=3&fvj=0&vjs=3;[]
4;Responsable de Projets Data - F/H;;Guerlain;Paris (75);Postedil y a 2 jours;4,1;https://fr.indeed.com/rc/clk?jk=c53bce852ac831ad&fccid=f3225756b24da898&vjs=3;['gcp', 'anglais', 'nifi']
5;Data Analyst H/F - Boulogne-Billancourt;;Cegedim;92100 Boulogne-Billancourt;Postedil y a 4 jours;3,0;https://fr.indeed.com/rc/clk?jk=9fb7a76b43e4f253&fccid=8397d27fa71913c8&vjs=3;['power bi', 'data visualisation']
6;Data Analyst (F/H/NB);;Ubisoft;94160 Saint-Mandé;Postedil y a 3 jours;3,8;https://fr.indeed.com/rc/clk?jk=ddc77e4091db4143&fccid=237908de095b6446&vjs=3;['qlik', 'tableau', ' r ', 'python', 'sql', 'redshift', 'anglais', 'ssas', 'data visualisation', 'nifi', ' sql']
7;DATA ANALYST ASSURANCE H/F;;Gan Assurances;Nanterre (92);Postedil y a 3 jours;3,6;https://fr.indeed.com/rc/clk?jk=58034275a71b77f3&fccid=1ad83847e7e3b3ca&vjs=3;['qlik', 'tableau', 'python', 'sql', 'tableaux de bord', ' sql']
8;Data Scientist (F/H);;Thales Group;Rungis (94);Postedil y a 19 jours;3,9;https://fr.indeed.com/rc/clk?jk=614f7bb18c263be3&fccid=b920aab5fd60595d&vjs=3;['java', ' r ', 'python', 'sql', 'agile', 'modélisation', 'grafana', 'tensorflow', 'nifi', 'numpy', ' spacy', 'keras', ' ann', 'pandas', ' sql']
9;Data Engineer;;Ysance;92300 Levallois-Perret;Postedil y a 4 jours;;https://fr.indeed.com/company/YSANCE/jobs/Data-Engineer-77e0aaa33df658d4?fccid=ec7d969fad906ade&vjs=3;['qlik', 'tableau', 'power bi', 'aws', 'azure', 'docker', 'python', 'spark', 'data lake', 'sql', 'gcp', 'terraform', 'scala', 'looker', 'data lake', 'dataiku', ' sql']
