;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Scientist H/F;;Cegid;Paris (75);Postedil y a 12 jours;3,0;https://fr.indeed.com/rc/clk?jk=c06d9c32fb6656d4&fccid=a80873c22d71ac44&vjs=3;['github', 'jenkins', 'docker', 'python', 'sql', 'agile', 'postgresql', 'scrum', 'machine learning', 'tensorflow', 'keras']
1;Data Scientist II;;Levi Strauss & Co.;Paris (75);Postedil y a 9 jours;3,9;https://fr.indeed.com/rc/clk?jk=eac3bcda434df4f4&fccid=dc023faa36b88bf2&vjs=3;[' r ', 'python', 'sql', 'machine learning', ' sql']
2;Data Analyst H/F;;Bouygues Telecom;92100 Boulogne-Billancourt+ 1 lieu;Postedil y a 30+ jours;3,8;https://fr.indeed.com/rc/clk?jk=9536da00bad7c621&fccid=aa1bd64e6087c10f&vjs=3;['tableau', 'sql', 'agile', 'tableaux de bord', 'dataiku', 'data visualisation']
3;Data Qualiticien (DSPTN) H/F;;EDF;Montrouge (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=f06797771b79314e&fccid=0103fd28b454bd4a&vjs=3;['hive']
4;Data Scientist H/F;;Galeries Lafayette;75009 Paris;Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=13487e8615df2853&fccid=2aff3b9b59054db9&vjs=3;['python', 'spark', 'bigquery', 'agile', 'kanban', 'scrum', 'machine learning', 'datalake']
5;Data Scientist Jeune Docteur;40 000 € - 50 000 € par an;AFTERDATA;Télétravail in 94200 Ivry-sur-Seine;Postedil y a 30+ jours;;https://fr.indeed.com/company/AFTERDATA/jobs/Data-Scientist-Jeune-Docteur-6efd0869940687cb?fccid=4f77fb5082ba1a70&vjs=3;['terdata', 'python', 'machine learning', 'nifi', ' ann', 'pandas']
6;Data Scientist - Climate Risk Expert;;DEEPKI;Paris (75);Postedil y a 13 jours;;https://fr.indeed.com/company/DEEPKI/jobs/Data-Scientist-9bce2458650c1b29?fccid=99b1c2464bfd6e53&vjs=3;['python']
7;Junior Data Scientist H/F;35 000 € par an;Wakeo;Télétravail temporaire in 75009 Paris 9e;Postedil y a 30+ jours;;https://fr.indeed.com/company/Wakeo/jobs/Junior-Data-Scientist-4c033e23cd9cf738?fccid=3c920848cbdc65f3&vjs=3;['python', 'anglais', 'machine learning', 'tensorflow', 'pytorch', 'nifi']
8;Data Manager préclinique H/F;;Keyrus Life Science;Levallois-Perret (92);Postedil y a 7 jours;;https://fr.indeed.com/company/Keyrus/jobs/Data-Manager-Pr%C3%A9clinique-e6bf5a6292e1ab73?fccid=e12413bcb7803fb8&vjs=3;['jira', 'agile']
9;Data Scientist F/H;;CBA Informatique Libérale;84140 Avignon;Postedil y a 8 jours;;https://fr.indeed.com/rc/clk?jk=c33d494c44848276&fccid=5134fcf11e80d06d&vjs=3;['power bi', 'python', 'sql', 'hadoop', 'postgresql', ' sql']
10;Data Scientist H/F;;Inetum;Saint-Ouen (93);Postedil y a 30+ jours;3,0;https://fr.indeed.com/rc/clk?jk=4664326246ac53c0&fccid=e463fc7104734a53&vjs=3;['agile']
11;Chargé-e de projets DATA (F/H);;BPCE SEF;Puteaux (92);Postedil y a 10 jours;3,3;https://fr.indeed.com/rc/clk?jk=dc4300921daf2562&fccid=68928fde239d7c6b&vjs=3;['tableau', 'power bi', 'sql', 'tableaux de bord', ' sas ', 'machine learning', ' sql']
12;Gestionnaire Données, Prix et Tarifs;;Nestlé;Issy-les-Moulineaux (92);Postedil y a 3 jours;4,2;https://fr.indeed.com/rc/clk?jk=502201017a9354a0&fccid=bfdac90a7574b77c&vjs=3;['powerpoint']
13;Data Scientist F/H;;Saint-Gobain;92096 Courbevoie;Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=6df537577d6ec916&fccid=d7c7bd31a502f022&vjs=3;['python', 'sql', 'microstrategy', ' sql']
14;Data Analyst H/F;;Keyrus Life Science;Levallois-Perret (92);Postedil y a 7 jours;;https://fr.indeed.com/company/Keyrus/jobs/Data-Analyst-0f2088e4d003a21d?fccid=e12413bcb7803fb8&vjs=3;['tableau', 'power bi', 'gcp', 'agile', 'modélisation', 'anglais', 'tableaux de bord']
