;title;wage;companyname;location;date;companynote;joblink;jobskills
0;CONSULTANT DÉBUTANT CONSEIL POUR LES CHIEF DATA OFFICER (CDO...;;KPMG;Courbevoie (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=4690dc302a14a3ce&fccid=2dd390c3a48a7ed0&vjs=3;['anglais', 'machine learning', 'datalake']
1;Responsable Gouvernance des données et Acculturation -(H/F);;ALD Automotive;Rueil-Malmaison (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=b06a085c266854a3&fccid=df6948c9b8da6236&vjs=3;['agile', 'anglais']
2;Consultant(e) Data (H/F);;June Partners;Paris 8e (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=012036c39229936e&fccid=301fd260c6877eb5&vjs=3;['qlik', 'tableau', 'powerbi', 'aws', 'azure', 'python', 'sql', 'snowflake', 'postgresql', 'prédiction', 'knime', 'alteryx', 'data factory', 'data visualisation']
3;Consultant(e) Innovation Informatique/Data Science;28 000 € - 50 000 € par an;79216106900044;75116 Paris 16e;Postedil y a 11 jours;;https://fr.indeed.com/company/ELYAS-CONSEIL/jobs/Consultant-Innovation-Informatique-Data-Science-8d56fcc8fe6f307d?fccid=92697beaaf01b8b0&vjs=3;['anglais']
4;Innovation / R&D / Data Sciences_Template;;SUEZ;Courbevoie (92);Postedil y a 8 jours;3,5;https://fr.indeed.com/rc/clk?jk=06522fe0bcdb6ab1&fccid=226731b1ca628bd6&vjs=3;[]
5;Consultant Big Data / Data Engineer H/F;40 000 € - 65 000 € par an;The Blockchain Group / Trimane;Télétravail temporaire in 92800 Puteaux;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?cmp=The-Blockchain-Group-%2F-Trimane&ti=Consultant+Big+Data&jk=a809565b4409f81c&fccid=0a12100ca693cbff&vjs=3;['talend', 'java', 'aws', 'azure', 'python', 'sql', 'gcp', 'hadoop', 'agile', 'anglais', 'scala', 'machine learning', 'data factory']
6;CONSULTANT EXPÉRIMENTÉ DATA - CONSEIL POUR LES CDO F/H;;KPMG;Courbevoie (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=27269817145c6307&fccid=2dd390c3a48a7ed0&vjs=3;['talend', 'tableau', 'power bi', 'anglais', 'datalake', 'nifi']
7;DATA ANALYST AND VISUALIZATION SPECIALIST F/H;;PEARL Executive Search;Nanterre (92);Postedil y a 28 jours;;https://fr.indeed.com/rc/clk?jk=444983ca897c9e06&fccid=60aad1e155938bda&vjs=3;['qlik', 'tableau', 'powerbi', 'python', 'sql', 'agile', 'anglais', 'looker']
8;Un(e) Ingénieur Data Quality F/H;;Procapital;Puteaux (92);PostedAujourd'hui;3,6;https://fr.indeed.com/rc/clk?jk=ae4a7cd2a1d1216a&fccid=6ca1af044d93c75f&vjs=3;['tableau', 'data lake', 'tableaux de bord', 'scala', 'data lake']
9;Data scientist;;FABDEV;75015 Paris 15e;Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=c550e9e45ecec7c4&fccid=ff4d5564b774d59b&vjs=3;['aws', 'python', 'linux', 'machine learning', 'tensorflow']
10;CDI - Chief Data Officer (F/H);;TF1;Boulogne-Billancourt (92);Postedil y a 30+ jours;4,2;https://fr.indeed.com/rc/clk?jk=1883e287bd8c9e9e&fccid=68f796cd2e38ee6f&vjs=3;[]
11;Chef de Projet Data Visualisation (h/f);;Maisons du Monde;Paris 8e (75);PostedAujourd'hui;3,3;https://fr.indeed.com/rc/clk?jk=9d2d08a4e6bf7920&fccid=98a961f3a80790bb&vjs=3;[]
12;CHARGE(E) D’ETUDES STATISTIQUES / DATA ANALYST-(H/F);;Société Générale;La Défense (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=eb5e725942dd4faf&fccid=df6948c9b8da6236&vjs=3;['modélisation', ' sas ']
13;Consultant conformité Data (F/H);;Micropole;92300 Levallois-Perret;Postedil y a 14 jours;3,3;https://fr.indeed.com/rc/clk?jk=0311132495f8d954&fccid=14835f3a1d6bbbcb&vjs=3;['anglais']
14;Berluti CDI - Responsable Performance & Data (F/H);;LVMH;75008 Paris;Postedil y a 11 jours;4,0;https://fr.indeed.com/rc/clk?jk=dd281e207182156d&fccid=6458ba009eede0b6&vjs=3;[]
