;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data engineer (H/F);;Infotel;Paris (75);Postedil y a 30+ jours;3,4;https://fr.indeed.com/rc/clk?jk=1c7bfb3cda935fad&fccid=85ed072929053e16&vjs=3;['java', 'jenkins', 'spark', 'hive', 'maven', 'sql', 'hadoop', 'sonar', 'mongodb', 'mongo', ' ann', ' sql']
1;Data Engineer SQL F/H;;IROSOFT;Hybrid remote in Paris 1er (75);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=27a1a9b9230bb261&fccid=df1c0f54cf37a4d3&vjs=3;['java', 'aws', 'azure', 'kafka', 'elk', 'docker', 'python', 'spark', 'data lake', 'sql', 'gcp', 'hadoop', 'agile', 'terraform', 'cloudera', 'scala', 'data lake', ' sql']
2;Data Engineer F/H;;Dogfinance;Paris 1er (75);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=543b7c2668e85ded&fccid=bebf31df1e0ec5ff&vjs=3;['java', 'jenkins', 'aws', 'azure', 'elk', 'docker', 'ansible', 'python', 'spark', 'hive', 'hortonworks', 'sql', 'gcp', 'ci/cd', 'hadoop', 'jira', 'agile', 'terraform', 'modélisation', 'anglais', 'kanban', 'scrum', 'scala', 'machine learning', 'hdfs']
3;Junior Data Consultant;;Artefact;Paris (75);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=02bd08157e7db6ab&fccid=c1f750eaef1d79c4&vjs=3;['agile', 'machine learning']
4;Data Engineer F/H;;AGIL-IT;Hybrid remote in Issy-les-Moulineaux (92);Postedil y a 29 jours;;https://fr.indeed.com/rc/clk?jk=bebb315bef2f1ec0&fccid=aadafbb900ff340b&vjs=3;['java', 'jenkins', 'aws', 'azure', 'kafka', 'ansible', 'python', 'spark', 'hortonworks', 'sql', 'gcp', 'hadoop', 'agile', 'cloudera', 'anglais', 'mongodb', 'scala', 'mongo', 'nifi', ' sql']
5;Cloud AI Engineer, Professional Services;;Google;Paris (75);Postedil y a 16 jours;4,3;https://fr.indeed.com/rc/clk?jk=bdd77af008838545&fccid=a5b4499d9e91a5c6&vjs=3;['java', 'python', 'spark', 'hive', 'hadoop', 'scala', 'machine learning', 'tensorflow']
6;Senior Data Engineer;;Club Med;La Villette (75);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=0f604e1306c0e2ee&fccid=7c3483d3037c93bd&vjs=3;['qlik', 'java', 'gitlab', 'jenkins', 'tableau', 'kafka', 'python', 'spark', 'gcp', 'airflow', 'ci/cd', 'hadoop', 'bigquery', 'qliksense', 'agile', 'tableaux de bord', 'machine learning', 'tensorflow', 'intégration continue', 'data factory', 'data visualisation', 'nifi', 'keras']
7;Senior Data Engineer (M/F);;Younited Credit;Paris (75);Postedil y a 30 jours;;https://fr.indeed.com/rc/clk?jk=d0a8c7e1b8f7e4b7&fccid=90458df72107c958&vjs=3;['kafka', 'python', 'spark', 'databricks', 'gcp', 'airflow', 'pyspark', 'bigquery', 'terraform']
8;Data Engineer Supply H/F;;Viveris;59800 Lille;Postedil y a 30+ jours;4,2;https://fr.indeed.com/rc/clk?jk=38a0cba4ec6f94f6&fccid=2b8d513d0a831525&vjs=3;['java', ' git ', 'python', 'sql', 'gcp', 'bigquery', 'anglais', 'machine learning', 'nifi', ' ann', ' sql']
9;DATA ENGINEER - SUPPORT DÉVELOPPEMENT F/H;;EURO-INFORMATION DEVELOPPEMENTS;Nantes (44);Postedil y a 3 jours;;https://fr.indeed.com/rc/clk?jk=ebf2c9493af022f2&fccid=199f2af7ec438d29&vjs=3;['java', 'modélisation', ' c# ', 'data factory']
10;Consultant Data expérimenté : Data Scientist / Data Engineer...;;IBM interactive;Paris (75);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=4b3bc50e0679edf1&fccid=de71a49b535e21cb&vjs=3;['aws', 'azure', 'gcp', 'agile', 'anglais', 'machine learning']
11;Data Engineer (F/H);;@talentEgal;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=13db43a9956e5598&fccid=5b3d5ea9e0f8f58a&vjs=3;['kafka', 'python', 'spark', 'hive', 'hadoop', 'modélisation', 'anglais', 'apache', 'scala', 'machine learning', 'nifi', ' ann']
12;Data Engineer H/F;;PERSÉ BEAUTY;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=1c068fa37dcdb440&fccid=889dc0dbb32a57e6&vjs=3;['docker', 'python', 'sql', 'airflow', 'bigquery', 'agile', 'apache', 'numpy', ' ann', 'pandas', ' sql']
13;Field Support Engineer;;Rockwell Automation;Paris (75);Postedil y a 1 jour;3,9;https://fr.indeed.com/rc/clk?jk=31e829e32f39338c&fccid=a4b7e90c6a891db3&vjs=3;[]
14;STAGE - DATA ENGINEER (H/F);;Canal Plus;Puteaux (92);Postedil y a 30+ jours;3,8;https://fr.indeed.com/rc/clk?jk=2756112a271b0ae7&fccid=ae3d06b2409aec25&vjs=3;['power bi', 'aws', 'python', 'redshift', 'snowflake', 'agile']
