;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Scientist;;Getaround;Paris (75);Postedil y a 30+ jours;3,5;https://fr.indeed.com/company/Getaround/jobs/Data-Scientist-1f4948ea32f5d203?fccid=40e89c60795f6393&vjs=3;['tableau', 'aws', 'docker', 'python', 'sql', 'airflow', 'snowflake', 'machine learning', 'pandas', 'cloud tech', 'jupyter', ' sql']
1;Data Analyst / Engineer;;Shift Technology;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/company/Shift-Technology/jobs/Data-Analyst-ca392a5ee61e12bd?fccid=5faaa74d4dc34708&vjs=3;['sql']
2;CDI - Data Engineer H/F - YVES ROCHER;;Groupe Yves Rocher;Issy-les-Moulineaux (92);Postedil y a 11 jours;4,0;https://fr.indeed.com/rc/clk?jk=3cab1d136c95aa66&fccid=afcbba7ca395f114&vjs=3;[]
3;Data Engineer (H/F) - STAGE;;24S.com;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=78652f53cad20edc&fccid=c323b0cf9aaa272e&vjs=3;['java', 'aws', 'python', 'data lake', 'sql', 'bigquery', 'data lake', ' ann', ' sql']
4;Data Engineer;;Margo Conseil;Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=2bf44af73564f47a&fccid=15bab256d169cae2&vjs=3;['java', 'azure', 'python', 'spark', 'hadoop', 'api rest', 'agile', 'cloudera', 'anglais', 'scala', 'datalake']
5;DATA SCIENTIST / MACHINE LEARNING ENGINEER;50 000 € - 70 000 € par an;Urban Linker;Paris (75);Postedil y a 30+ jours;4,2;https://fr.indeed.com/rc/clk?jk=4904730d0fed668a&fccid=438e1b9ff0d50d45&vjs=3;['scrum', 'machine learning', 'tensorflow', 'pytorch']
6;Data Engineer Sénior (H/F);;24S.com;Paris (75);Postedil y a 9 jours;;https://fr.indeed.com/rc/clk?jk=a28931782e95d5cd&fccid=c323b0cf9aaa272e&vjs=3;['github', 'python', 'sql', 'airflow', 'bigquery', 'scala', 'gdpr', ' sql']
7;Software/Data Engineer-(H/F);;Société Générale;La Défense (92);Postedil y a 12 jours;3,9;https://fr.indeed.com/rc/clk?jk=c2c5661e61905a8c&fccid=df6948c9b8da6236&vjs=3;['python', 'spark', 'sql', 'hadoop', 'modélisation', 'django', ' ann', ' sql']
8;Stage - Data Engineer (H/F) - Septembre 2022;;Chanel;92200 Neuilly-sur-Seine;Postedil y a 18 jours;4,1;https://fr.indeed.com/rc/clk?jk=9dbe667b5013f168&fccid=20f48cf7726b0510&vjs=3;['python', 'sql', 'terraform', 'scala', ' sql']
9;CONSULTANT DATA ENGINEER (H/F);;Epsilon France;Paris (75);Postedil y a 30+ jours;3,4;https://fr.indeed.com/rc/clk?jk=b144e2088d459a22&fccid=beb2b679d6e2402e&vjs=3;['java', 'azure', 'kafka', 'python', 'spark', 'data lake', 'hive', 'hortonworks', 'gcp', 'hadoop', 'agile', 'cloudera', 'modélisation', 'anglais', 'scala', 'linux', 'datalake', 'data lake', 'hdfs', 'jupyter']
10;Azure Data Engineer;50 000 € - 65 000 € par an;Dataworks;Télétravail temporaire in Paris (75);Postedil y a 30+ jours;;https://fr.indeed.com/company/Dataworks/jobs/Azure-Data-Engineer-d4d5d515a3355339?fccid=309cb047342d324b&vjs=3;['java', 'azure', 'python', 'c++']
11;Data Engineer (PPaas) F/M;;Worldline;Suresnes (92);Postedil y a 3 jours;3,7;https://fr.indeed.com/rc/clk?jk=573908152ef5c39d&fccid=808f94192015f24a&vjs=3;['kafka', 'elk', 'python', 'spark', 'data lake', 'hive', 'sql', 'airflow', 'hadoop', 'bigquery', 'agile', 'linux', 'microservice', 'bash', 'data lake', ' sql']
12;Senior Data Scientist / ML Engineer H/F;60 000 € par an;Wakeo;Télétravail temporaire in 75009 Paris 9e;Postedil y a 24 jours;;https://fr.indeed.com/company/Wakeo/jobs/Senior-Data-Scientist-251f09d893b3bf26?fccid=3c920848cbdc65f3&vjs=3;['python', 'anglais', 'prédiction', 'machine learning', 'tensorflow', 'pytorch', ' ann']
13;Data engineer;;OVHcloud;75017 Paris 17e;Postedil y a 17 jours;3,4;https://fr.indeed.com/rc/clk?jk=f68ce9fe845d6ad1&fccid=6f3d73d346618234&vjs=3;['tableau', 'python', 'spark', 'sql', 'airflow', 'apache', 'mysql', 'scala', 'linux', 'hdfs', ' sql']
14;Data Scientist - AXA Climate (F/M) - PARIS;;AXA;Paris (75);Postedil y a 11 jours;3,9;https://fr.indeed.com/rc/clk?jk=20662a97d2b72d41&fccid=e4146564811f8846&vjs=3;[]
