;title;wage;companyname;location;date;companynote;joblink;jobskills
0;CDI - Product Owner Digital - Feature Team Order & Paiement...;;Sephora;Neuilly-sur-Seine (92);Postedil y a 30+ jours;3,8;https://fr.indeed.com/rc/clk?jk=a30f387022c965a6&fccid=afda98bfc8224b19&vjs=3;['jira', 'agile', 'confluence', 'modélisation', 'anglais', 'scrum', 'salesforce', 'nifi']
1;Chef de Projet Technique;;EuroFirstMultimédia;Levallois-Perret (92);Postedil y a 30+ jours;;https://fr.indeed.com/rc/clk?jk=a0524f798ab27f41&fccid=2d47a66c39b28db7&vjs=3;[]
2;Product Owner F/H;;raKam;Hybrid remote in Neuilly-sur-Seine (92);Postedil y a 10 jours;;https://fr.indeed.com/rc/clk?jk=916475d9b022451e&fccid=d0f81428b5f2d9d9&vjs=3;['agile', 'anglais', 'vertica']
3;Product Owner F/H;;AXA;Nanterre (92);Postedil y a 30+ jours;3,9;https://fr.indeed.com/rc/clk?jk=575a9943a58203d7&fccid=e4146564811f8846&vjs=3;['jira', 'agile', 'salesforce']
4;Product Owner H/F;35 000 € - 50 000 € par an;NAXOS / CENTURY 21;92310 Sèvres;Postedil y a 30+ jours;;https://fr.indeed.com/company/NAXOS/jobs/Product-Owner-9c1b9c83cefd07a0?fccid=8d070ec5c571e769&vjs=3;[' excel ', 'agile', 'anglais', 'powerpoint', 'scrum']
5;Product Owner Finance;2 264 € - 4 537 € par mois;L'olivier Assurance;Télétravail in Paris (75);Postedil y a 5 jours;3,4;https://fr.indeed.com/company/L'olivier-Assurance/jobs/Product-Owner-Finance-9db85ba982104541?fccid=b57f7455689ba44e&vjs=3;['agile', 'anglais', 'gestion des flux']
6;Product Manager H/F;55 000 € par an;Human Job;Levallois-Perret (92);Postedil y a 4 jours;;https://fr.indeed.com/company/Human-Job/jobs/Product-Manager-53cccde926768594?fccid=3f302183b38ec428&vjs=3;['jira', 'confluence', 'anglais', 'scrum', 'nifi']
7;Product Owner (H/F);;OUI.sncf;Paris (75);Postedil y a 30+ jours;3,7;https://fr.indeed.com/rc/clk?jk=6d24ca8a2fdd518b&fccid=9ff6bf8aacf150d4&vjs=3;['agile', 'cartographie', 'kanban', 'scrum', 'nifi']
8;CHEF DE PROJET EVENTS H/F;;Sodexo;Puteaux (92);Postedil y a 30 jours;3,7;https://fr.indeed.com/rc/clk?jk=20c6269a4178cf20&fccid=272c1d1b584def7a&vjs=3;['anglais', 'nifi']
9;Product Owner H/F;45 000 € - 60 000 € par an;L'olivier Assurance;Télétravail in Paris (75);Postedil y a 30+ jours;3,4;https://fr.indeed.com/company/L'olivier-Assurance/jobs/Product-Owner-f5c0328c4b1ff4ae?fccid=b57f7455689ba44e&vjs=3;['agile', 'anglais', 'nifi']
10;Product Owner Client (h/f);;Maisons du Monde;Paris 8e (75);Postedil y a 4 jours;3,3;https://fr.indeed.com/rc/clk?jk=51e05c70aebd8e3a&fccid=98a961f3a80790bb&vjs=3;[]
11;Product Owner PE H/F;53 000 € - 55 000 € par an;Comexposium;92800 Puteaux;Postedil y a 30+ jours;4,0;https://fr.indeed.com/company/COMEXPOSIUM/jobs/Product-Owner-Pe-b2d48ccca7062b38?fccid=58f8316ed33567cd&vjs=3;[' ann']
12;Product Owner H/F;35 000 € - 55 000 € par an;UPPLI;Télétravail temporaire in 75009 Paris 9e;Postedil y a 18 jours;;https://fr.indeed.com/company/UPPLI/jobs/Product-Owner-8604249ff4cba33c?fccid=cbe426d607f57842&vjs=3;['tableau', 'jira', 'agile', 'confluence', 'anglais', 'kanban', 'scrum']
13;PRODUCT OWNER DATA F/H;;Française des Jeux;Boulogne-Billancourt (92);Postedil y a 1 jour;4,1;https://fr.indeed.com/rc/clk?jk=1125e79d0cab77ad&fccid=1a9c24f57953e3bd&vjs=3;['agile', 'scrum']
14;Stage Chef.fe de Projet;;Champagne EPC;Télétravail in 92300 Levallois-Perret;Postedil y a 3 jours;;https://fr.indeed.com/company/EPC-Champagne/jobs/Stage-Chef-Fe-Projet-6d6b56d3e1ef7b9a?fccid=65ce15018e8c1340&vjs=3;[' ann']
