;title;wage;companyname;location;date;companynote;joblink;jobskills
0;Data Scientist (H/F);;Syngenta;78280 Guyancourt;Postedil y a 9 jours;4,1;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFpan23R7emZeZiec37Nc3qXnWF0wfIPPfbzMYCFfAgkp9K6MsWQdNrVWjgr2zanVq5ph_JMfb3sNqsf3JMsBnR_riNumqGHLvTebUgq74peWLiMsjtpGUo99h2TNM6cs9xU19Zm788VMXlXxw64VEWBgVRtmggGX9N2mdkhp72Wy7LLWpmxwPrKjRX4WANn1Y63YAHR-zQwsGXQKU7ODjR-vqXrWU330h3UKogqjS2Comz1wfxmyB3nszGl00_u96rIfeyq2srPIxmEcI9UOa4H70F8hN7fqgb3dFRShFAEwo9TJI07VPznSyOxAjem3o2AzL90OEE7GCXfCZ6fGbxKPmaESulB3jxgMUsqv2O5EbcH7TwcZQ7xCVWNZpxXYA8y0xXxXf4GBbjLh9nHd8633gCdh-1H9I03TcCX0qFsevjxlvnpk8wQggVcTGNFrgu5QpAbDyaWZYC81Y56BaSVl0Ca7mU4rAyt18JmYYyb23VRftjMIR&p=0&fvj=0&vjs=3;['aws', 'python', 'data lake', 'sql', 'modélisation', 'anglais', 'machine learning', 'data lake', ' ann', ' sql']
1;Data Analyst (F/H);;Novencia;Paris (75);Postedil y a 2 jours;5,0;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ax-dZTyZPaeY82JYaWj1VgA3mPZgyi9qBRxfGBjY9acZQsLiaoTiQXd_SfMOL4Yv_qqMdNaD-XevtnXpbEV_CG5GXjTVq7M9H70MEDgyf-ZuUPrdjQfLov2X6MHtrvy9sd3XLTwoJxRW9kuuvLLb22UNvOBv9h9mcRDrfJCDebkHuw_3sdKdU4qF05pztqhkPoOzW3BwI4NJHgu16-Q2dVOVNpwEiceb9cIvRW-Cuuny08T46tUQX438Ndf8PPK4EUVdJ0U2lctLWHSvsT722gO8o2qtTLzRiCmv0gxFIZwqtKqBAMbo251vBspObgqrsLRv1jzUNpjVqyQNFp340cnA7xtgSAVzlMvI4kn77PORJktiwuApJrS_jh7Tj9GBz-nNTi83fnC2EKK1Hddl7e2jq2HvpBuOaCg8FHJ73xz-66n41Q5Lqyk8hNEDtsLgrtniX5eOs16ZmnsFjys4wBNohV-bbLgH0=&p=1&fvj=0&vjs=3;[' r ', 'python', 'agile', ' sas ']
2;Data Analyst-FIAT;;Binance;Paris (75);Postedil y a 6 jours;4,0;https://fr.indeed.com/rc/clk?jk=07a17070eb6eeb03&fccid=ac2ee5578fa99fc9&vjs=3;['qlik', 'tableau', 'powerbi', ' r ', 'python', 'spark', 'hive', 'sql', 'hadoop', 'google analytics', 'data visualisation', ' sql', 'google analytics']
3;Data manager (Dataiku) (IT);;IT CONSULTANTS;Issy-les-Moulineaux (92);Postedil y a 30+ jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOakjo4B2-N_SfFlCg-QCvnLPpcvVwTRCOjOYC1ojnbDrlp6r7BWqfUy7nbHtFlzdzQCz4H1SuCcIOUT7bti1DSCRBqT0HybOkBcfJxU5SG5Rlgz0j1HVaIXGQ35mXw64XSpokT3XxLZ7hkdgEgWzNW1qBGINZxNiSgDf8vrbR7telTT996qMSC1G35MdSy3GhfMHbcU1xFAu328Pa_sl2d9kOurYm6wQ4fbN1PWdowMz13YidwUV6JEV5YXCKI78E-4F5fpauFZ5SMFNNVr7fCCLzm_Q7RjH9iPzWZZP3QV7tgmJ8nVDUFbzkbB6XXRl6TfGlK9uUwapRUhYyqyXJHF3zimAzv0DI_nHk6pvC_CLW8k-sZLt48frp7Q28mRCZeOsAhgMNQrV04K1Vj1sCJ4EKLk2PHRNUHVTKAJYwmlmM2MY6RuP2P2xmKMH9Fk9EXk_HcWAfB7IviAjoIvmxiXAEmzstam2Q7DFwkMy4OPHWmNLVRZEEASzhYnXd4w5NLJseiVeeYFSl916Nsdr46_Q-urfIb9oGupg57gVOgYGifVcn8hO_uABkVTg88248vXXNq_6xDZS6IccTmE60zvGy3HHSO0bioKgjYcLiVxdfUDmOYfATI6pUH4mXQM1Pg-w8g5gwnFFN&p=3&fvj=0&vjs=3;[]
4;DATA ANALYST (H/F) / Freelance;370 € - 450 € par jour;FRISBEE PROFILING;Saint-Maur-des-Fossés (94);Postedil y a 3 jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOan1X6IMiqIgbbWwOszPxrSnKy5AJg-8a8cBY_b8pCmyqp4iBrkl4FBNq7ZfhFrr_Xu00dbsOT3xI9Sd6npeU8ZhA2k8pWA05qNMItoCTfWdEpe5lpRhfKyGqcz8KGHRdAXhHEieKzQR1w0929ewpa_deET75Ynr2mi21crvopxIgsLlRdVELXdYvSQv6vV1_XdhqO6Xt-NI321b6AXpRzORxJBt_TcFFutV4JbZI92HSe8-Yt18hj2rCsS6NKdUxqC1S8UHp4zk0NEeHCxU3OXJbhebHH6D1dh8mKtJzRXDWfTO7A2TEEdE-Z2rDr3zpBY6-6010eChkCBgp5HpV03liOPz3PD4uhD-ei_t7hJ7leFLXwZGccp212jXRla8VRr8VAqvJZqbAQk8C-M0PScL3z3YCcLhkEGsI4ZG1UENUirL-DJ4fYQIrSfCl3qQyHA1S_shWyebnanvinXWSK5jzomduxZYDz35GAL16J9-w8MFWubOLlkNbVMxw3mklKedIzZU-5KgAhe50RQRc3VzHg3AWZhVHCLKCmPPKdrk16fznW25C5-hLvr8ExfTmQRZ0zsmgask3&p=4&fvj=0&vjs=3;['modélisation']
5;Data analyst H/F / Freelance;510 € par jour;LeHibou;Paris (75);Postedil y a 26 jours;;https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOan1X6IMiqIgbbWwOszPxrSl6KMZxXIEXUMTPSMI_cv0yPUq-Be7y7lgAv68A1RpQGWSw6g3BtXRxRB2XvROfYccWgDjI5YhFeqiZiahN1LuMvsMDjZYIVfDg1NMxryDR1KrCVp8S9hP33muCvxnQwUY0OupUsP0nS_vkO5-lkOlHN6DR-FI8b2GeCnOwJBn0_walzq9Cz1dz7VvlL004FDrfWceRaQYaHYJGMSKCrTQXXXg-lPYq92TZx2F9RDiXDZF31aPBHxslRR7brwluLcMYkMdGs7arp0Qt_R2PNTSva7cOjcOgWHC5cagUxQiWIAAtXbk6skUiIN9e_RG9BKnA55gaHpPeWwJN0P_5I2GCWg-Lrf2DEVRI4w9FmLMHI-eIpQXqqfPasKJk-dwJFUkMi08VqK0SbvttdsGH0eR1VikuvKEYvyjuQHQXGBthy3-hgfKList3MKg0cA_v1VVXh5T5GVQNlSpSgj0rqDxhH8s0mXar73HozspIi3alyRfKWR5fAfT6FKywaQxGe5HOjMLkvWx6sZnekkjUTXNDqOKR8YGLKViUW5fg3NRNbYq0N2gSPNca&p=5&fvj=0&vjs=3;[]
6;Research Data Scientist;;Facebook App;Télétravail;Postedil y a 10 jours;4,1;https://fr.indeed.com/rc/clk?jk=e8978b77df2591f6&fccid=ba07516c418dda52&vjs=3;['java', 'python', 'sql', 'hadoop', 'scala', 'machine learning', 'tensorflow', 'pytorch', 'c++', 'numpy', 'keras', 'pandas', ' sql']
7;Data Analyst Junior (H/F);;Winamax;Paris (75);Postedil y a 5 jours;4,0;https://fr.indeed.com/company/Winamax/jobs/Data-Analyst-Junior-ee809244efd39a99?fccid=ef842149939dc038&vjs=3;['python', 'sql', 'machine learning', 'data visualisation', 'nifi', 'pandas', 'plotly', ' sql']
8;Data Analyst;;Ysance;92300 Levallois-Perret;Postedil y a 4 jours;;https://fr.indeed.com/company/YSANCE/jobs/Data-Analyst-6d8c05dcb5379b79?fccid=ec7d969fad906ade&vjs=3;['qlik', 'tableau', 'aws', 'azure', 'python', 'sql', 'gcp', ' sas ', 'alteryx', 'dataiku', 'spss']
9;Consultant Data Visualisation;;Ysance;92300 Levallois-Perret;Postedil y a 4 jours;;https://fr.indeed.com/company/YSANCE/jobs/Consultant-Data-Visualisation-9daac8fd5f67d3b1?fccid=ec7d969fad906ade&vjs=3;['qlik', 'tableau', 'power bi', 'aws', 'azure', 'sql', 'gcp', 'modélisation', 'tableaux de bord', 'looker', 'dataiku', 'data visualisation', ' sql']
